ORG_CODE,ORG_NAME,ORG_CLASS,PARENT_ORG_CODE,ORG_STATE_CODE,ORG_LOCATION,ORG_START_DATE,ORG_STOP_DATE,ORG_UTF8_NAME
DART,Dartmouth University,academic/non-profit,,US,"Hanover, New Hampshire",1769-12-13 00:00:00,,Dartmouth University
DASA,US Defense Atomic Support Agency,defense,DOD,US,"Albequerque, New Mexico",1959-05-06 00:00:00,1971-11-24 00:00:00,US Defense Atomic Support Agency
DASAF,Deutsche Aerospace AG (DASA)Friedrichsafen (Dornier GmBH),business,,D,Friedrichsafen,1989-03-01 00:00:00,1995-01-01 00:00:00,Deutsche Aerospace AG (DASA)-Friedrichsafen (Dornier GmBH)
DASAO,Deutsche Aerospace AG (DASA)Ottobrunn,business,,D,Munchen:Ottobrunn,1989-12-01 00:00:00,2000-07-01 00:00:00,Deutsche Aerospace AG (DASA)-Ottobrunn
DASARI,DaimlerBenz Aerospace RaumfahrtInfrastruktur (DASA RI),business,,D,"Bremen, BRD",1989-12-01 00:00:00,2000-07-10 00:00:00,Daimler-Benz Aerospace Raumfahrt-Infrastruktur (DASA RI)
DASBF,DaimlerBenz Aerospace (DASA)Friedrichsafen (Dornier GmBH),business,,D,Friedrichsafen,1995-01-01 00:00:00,1998-11-07 00:00:00,Daimler-Benz Aerospace (DASA)-Friedrichsafen (Dornier GmBH)
DASCF,DaimlerChrysler Aerospace (DASA)Friedrichsafen,business,,D,Friedrichsafen,1998-11-07 00:00:00,2000-07-10 00:00:00,Daimler-Chrysler Aerospace (DASA)-Friedrichsafen
DASST,Avions Marcel Dassault,business,,F,"Bordeaux:Martignas:sur:Jalle, Gironde",1951-01-01 00:00:00,,Avions Marcel Dassault
DAUR,Dauria Aerospace,business,,RU,Moskva:Skolkovo,2012-04-01 00:00:00,,Dauria Aerospace
DBP,DBP Telecom,civilian,,D,Darmstadt,,,"Deutsche Bundespost Telekom, Fernmeldetechnisches Zentralamt"
DBSD,DBSD North America Inc.,business,DISH,US,"Reston, Virginia",2009-08-01 00:00:00,2012-03-01 00:00:00,DBSD North America Inc.
DBSDD,"Dish Network, DBSD assets",business,DISH,US,"Reston, Virginia",2012-03-01 00:00:00,,"Dish Network, DBSD assets"
DCA,Defense Communications Agency,defense,DOD,US,"Arlington, Virginia",1960-01-01 00:00:00,1991-06-25 00:00:00,Defense Communications Agency
DD,East Germany,,,DD,Berlin,1949-10-01 00:00:00,1990-10-03 00:00:00,Deutsche Demokratische Republik
DEHAVE,De Havilland Engine Co.,business,,UK,Watford:Leavesden?,1946-01-01 00:00:00,1959-01-01 00:00:00,De Havilland Engine Co.
DEHAVS,de Havilland Aircraft,business,,UK,Stevenage,1953-01-01 00:00:00,1963-01-01 00:00:00,de Havilland Aircraft
DEHAVT,"De Havilland, Toronto (Special Products/Appl. Research Div)",business,,CA,"Toronto:Downsview, Ontario",1928-01-01 00:00:00,1967-01-01 00:00:00,"De Havilland, Toronto (Special Products/Appl. Research Div)"
DEIMI,Deimos Imaging,business,DEIMOS,E,"Boecillo, Valladolid",2006-01-01 00:00:00,2009-09-01 00:00:00,Deimos Imaging
DEIMOS,Deimos Space S.L.,business,,E,Madrid:Tres Cantos,2001-06-01 00:00:00,2009-09-01 00:00:00,Deimos Space S.L.
DELFT,Technische Universiteit Delft,academic/non-profit,,NL,Delft,1986-01-01 00:00:00,,Technische Universiteit Delft
DENV,University of Denver,academic/non-profit,,US,"Denver, Colorado",1864-01-01 00:00:00,,University of Denver
DERA,Defense Evaluation and Research Agency,defense,UK,UK,"Farnborough, Hants",1995-04-01 00:00:00,2001-07-01 00:00:00,Defense Evaluation and Research Agency
DFF,DeutscheFranzosische Forschungsinstitut SaintLouis (ISL),academic/non-profit,,F,"Saint:Louis, Haut:Rhin, Alsace",1958-03-31 00:00:00,,Deutsch-Französisches Forschungsinstitut Saint-Louis
DFH,Spaceflight East Is Red Satellite Co,business,CAST,CN,Beijing,2001-08-01 00:00:00,2006-01-01 00:00:00,航天东方红卫星有限公司
DFHS,Shenzhen Hangtian DongFangHong HIT Satellite Co,business,CAST,CN,"Shenzhen, Guangdong",2008-01-01 00:00:00,,深圳航天东方红海特卫星有限公司
DFHZ,Spaceflight East Is Red Satellite Co,business,ZDFH,CN,Beijing,2006-01-01 00:00:00,,航天东方红卫星有限公司
DFRC,NASA Dryden Flight Research Center,civilian,NASA,US,"Edwards AFB, California",1976-03-26 00:00:00,2014-01-08 00:00:00,NASA Dryden Flight Research Center
DFVLR,DFVLR,civilian,,D,Koln,1969-01-01 00:00:00,1989-01-01 00:00:00,Deutsche Forschungs- und Versuchsanstalt für Luft- und Raumfahrt
DGA,General Delegation for Ordnance,defense,F,F,Paris:Bagneux,1977-01-01 00:00:00,,Direction générale de l'armement
DGAEM,"DGA Essais de missiles, Site Landes",defense,DGA,F,"Biscarosse, France",2009-01-01 00:00:00,,"DGA Essais de missiles, Site Landes"
DGGROW,"DirectorateGeneral for Internal Market, Industry, Entrepreneurship and SMEs",civilian,,I-EU,Brussel,,,"Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs"
DGLO,DigitalGlobe,business,,US,"Longmont, Colorado",2002-01-01 00:00:00,,DigitalGlobe
DGLOH,DigitalGlobe (Herndon),business,DGLO,US,"Herndon, Virginia",2012-07-01 00:00:00,2017-10-01 00:00:00,DigitalGlobe (Herndon)
DGLOT,DigitalGlobe (Thornton),business,DGLO,US,"Thornton, Colorado",2012-07-01 00:00:00,,DigitalGlobe (Thornton)
DHSST,"US Department of Homeland Security, Science and Technology Directorate",defense,,US,"Washington, DC",2003-01-01 00:00:00,,"US Department of Homeland Security, Science and Technology Directorate"
DISA,Defense Information Systems Agency,defense,DOD,US,"Arlington, Virginia",1991-06-25 00:00:00,,Defense Information Systems Agency
DISH,Dish Network,business,,US,"Meridian, Colorado",2008-01-01 00:00:00,,Dish Network
DK,Denmark,,,DK,Danmark,0700-01-01 00:00:00,,Kongeriget Danmark
DKAU,Ukranian State Space Agency,civilian,,UA,"Kiev, Ukraine",2011-01-01 00:00:00,,Державне космічне агентство України
DLR,German Research Inst. for Aviation and Spaceflight,civilian,,D,Koln,1989-01-01 00:00:00,1997-01-01 00:00:00,Deutsche Forschungsanstalt für Luft- und Raumfahrt
DLR2,German Aerospace Center,civilian,,D,Koln,1997-01-01 00:00:00,,Deutsches Zentrum für Luft- und Raumfahrt
DLRB,DLR Institute for Space Systems,civilian,DLR,D,Bremen,2006-01-01 00:00:00,,DLR Institute fur Raumfahrtsysteme
DLRRA,DLR Institute fur Raumfahrtantriebe (Space propulsion),civilian,DLR,D,Lampoldshausen,,,DLR Institute fur Raumfahrtantriebe (Space propulsion)
DLRRD,DLR RaumfahrtAgentur,civilian,DLR,D,Bonn:Oberkassel,1997-01-01 00:00:00,,DLR Raumfahrt-Agentur
DMA,D\'el\'egation Minist\'erielle pour l'Armement,defense,,F,Paris:Bagneux,1961-01-01 00:00:00,1977-01-01 00:00:00,Délégation Ministérielle pour l'Armement
DMC,DMC International Imaging,business,,UK,Guildford,2004-01-01 00:00:00,,DMC International Imaging
DMI,Danish Meteorological Institute,civilian,,DK,Kobenhavn,1872-01-01 00:00:00,,Danmarks Meteorologiske Institut
DML,Queen Maud Land,,,DML,"Troll, Princess Martha Coast",1939-01-14 00:00:00,,Dronning Maud Land
DNA,"Defense Nuclear Agency, DoD, USA",defense,DOD,US,"Albequerque, New Mexico [and DC]",1971-11-24 00:00:00,1996-05-31 00:00:00,"Defense Nuclear Agency, DoD, USA"
DND,"Directorate of Space Development (DSpaceD), Department of National Defense",defense,,CA,Ottawa,1997-01-01 00:00:00,,"Directorate of Space Development (DSpaceD), Department of National Defense"
DNE,Design Net Engineering,business,,US,"Denver:Golden, Colorado",1996-01-01 00:00:00,,Design Net Engineering
DNSC,Danish National Space Center,civilian,DTU,DK,Kobenhavn:Osterbro,2005-01-01 00:00:00,,Danmarks Rumcenter
DOC,Department of Commerce,civilian,,US,"Washington, DC",1903-01-01 00:00:00,,Department of Commerce
DOD,Department of Defense,defense,,US,"Washington, DC",1947-09-18 00:00:00,,Department of Defense
DOE,Department of Energy,civilian,,US,"Washington, DC",1977-08-04 00:00:00,,Department of Energy
DORBIT,DORBIT,business,,I,"Lomazzo, Como",2011-01-01 00:00:00,,D-Orbit
DORN,Dornier Flugzeugwerke (Freidrichshafen),business,,D,Friedrichsafen,1914-01-01 00:00:00,1985-01-01 00:00:00,Dornier Flugzeugwerke (Freidrichshafen)
DORND,Dornier GmBH (DaimlerBenz),business,,D,Friedrichsafen,1985-01-01 00:00:00,1989-05-01 00:00:00,Dornier GmBH (Daimler-Benz)
DOSAAF,"Voluntary Society of Assistance to the Army, AF and Navy",academic/non-profit,,SU,Moskva,1951-08-01 00:00:00,1991-09-25 00:00:00,"Добровольное Общество Содействия Армии, Авиации и Флоту - ДОСААФ"
DOSH,Doshisha University,civilian,,J,Kyoto,1875-01-01 00:00:00,,同志社大学
DOST,Department of Science and Technology,civilian,,PH,Taguig City,1987-01-01 00:00:00,,Kagawaran ng Agham at Teknolohiya
DR,Germany (Reich),,,DR,Berlin,1933-02-27 00:00:00,1949-05-23 00:00:00,Deutsches Reich
DRA,Defense Research Agency,defense,,UK,"Farnborough, Hants.",1991-04-01 00:00:00,1995-04-01 00:00:00,Defense Research Agency
DRAP,"Charles Stark Draper Laboratory, Inc.",business,,US,"Cambridge, Mass.",1973-01-01 00:00:00,,"Charles Stark Draper Laboratory, Inc."
DRDC,Defense Research and Development Canada,defense,,CA,"Quebec City:Valcartier, Quebec",2000-04-01 00:00:00,,Defense Research and Development Canada
DRDL,Defense Research and Development Laboratory,defense,DRDO,IN,Hyderabad,,,Defense Research and Development Laboratory
DRDO,Defense Research and Development Organization,defense,,IN,New Delhi,1958-01-01 00:00:00,,Defense Research and Development Organization
DREV,DRE/Valcartier,defense,,CA,"Quebec City:Valcartier, Quebec",1969-01-01 00:00:00,2000-04-01 00:00:00,DRE/Valcartier
DREXEL,Drexel University,academic/non-profit,,US,"Philadelphia, Pennsylvania",1891-01-01 00:00:00,,Drexel University
DRG,German Rocket Society,business,,D,Cuxhaven?,1952-01-01 00:00:00,1961-01-01 00:00:00,Deutsche Raketen Gesellschaft (Seliger)
DRTE,"Defense Research Telecommunications Establishment, Canada",defense,,CA,"Ottawa, Ontario",1951-01-01 00:00:00,1969-01-01 00:00:00,"Defense Research Telecommunications Establishment, Canada"
DSI,Defense Systems Inc,business,,US,"McLean, Virginia",1984-01-01 00:00:00,1992-07-01 00:00:00,Defense Systems Inc
DSIR,UK Dept. of Scientific and Industrial Research,civilian,,UK,London,1917-01-01 00:00:00,1965-01-01 00:00:00,UK Dept. of Scientific and Industrial Research
DSNC,DSN Corporation,business,,J,Tokyo,2012-01-01 00:00:00,,株式会社ディー・エス・エヌ
DSRI,Danish Space Research Institute,civilian,,DK,Kobenhavn:Osterbro?,1968-01-01 00:00:00,2005-01-01 00:00:00,Dansk Rumforskningsinstitut (Danish Space Research Inst)
DSSG,Deployable Space Systems,business,,US,"Goleta, California",2008-04-01 00:00:00,,Deployable Space Systems
DSTO,"Defense Science and Technology Organization, Weapons Sys Div.",defense,,AU,"Adelaide:Edinburgh (Salisbury), South Australia",1978-01-01 00:00:00,,"Defense Science and Technology Organization, Weapons Sys Div."
DTI,DTI Associates (ex Astrotech assets),business,,US,"Arlington, Virginia",2000-01-01 00:00:00,,DTI Associates (ex Astrotech assets)
DTU,Technical University of Denmark,academic/non-profit,,DK,Kobenhavn:Lyngby,1829-01-01 00:00:00,,Danmarks Tekniske Universitet
DTV,DirecTV,business,,US,"El Segundo, California",1994-01-01 00:00:00,2015-01-01 00:00:00,DirecTV
DTVA,AT&T/DirecTV,business,,US,"El Segundo, California",2015-01-01 00:00:00,,AT&T/DirecTV
DTVLA,DirecTV Latin America,business,DTVA,BR,Rio De Janeiro,2015-01-01 00:00:00,,DirecTV Latin America
DUCOMM,Miltec Missiles and Space Co.,business,,US,"Huntsville, Alabama",2012-01-01 00:00:00,2016-05-01 00:00:00,Miltec Missiles and Space Co.
DUD,Dudley Observatory,academic/non-profit,,US,"Schenectady, New York",1852-01-01 00:00:00,,Dudley Observatory
DUTCH,"Dutch Space, an EADS Astrium Company",business,ASTD,NL,Amsterdam,2002-01-01 00:00:00,,"Dutch Space, an EADS Astrium Company"
DUTEC,DeltaUTEC Space Research,business,,NL,Leiden,1996-01-01 00:00:00,,Delta-UTEC Space Research
DUTH,Democritus University of Thrace,academic/non-profit,,GR,Xanthi,1973-01-01 00:00:00,,Δημοκρίτειο Πανεπιστήμιο Θράκης
DX,Germany (occ.),,,DX,Berlin,1945-05-08 00:00:00,1949-10-01 00:00:00,Deutschland (occupied)
DYN,Dynacon Inc. Space Division,business,,CA,"Toronto:Mississauga, Ontario",1975-01-01 00:00:00,2009-01-01 00:00:00,Dynacon Inc. Space Division
DYNT,Dynetics,business,,US,"Huntsville, Alabama",2008-01-01 00:00:00,,Dynetics
DZ,Algeria,,,DZ,Al Jazair,1962-07-05 00:00:00,,الجمهورية الجزائرية الديمقراطية الشعبية
E,Spain,,,E,Espana,1580-01-01 00:00:00,,Reino de España
EAC,Environmental Aeroscience Corporation,business,,US,"Miami, Florida",1994-01-01 00:00:00,,Environmental Aeroscience Corporation
EADS,European Aeronautic Defense and Space Company EADS N.V.,business,,NL,"Schiphol:Rijk, Amsterdam",2000-07-10 00:00:00,2014-01-01 00:00:00,European Aeronautic Defense and Space Company EADS N.V.
EADSA,EADS Astrium Aquitaine,business,EADS,F,Bordeaux:St-Medard-en-Jalles,2000-07-10 00:00:00,2014-01-01 00:00:00,EADS Astrium Aquitaine
EADSB,EADS Bremen,business,EADS,D,Bremen,2003-06-16 00:00:00,2014-01-01 00:00:00,EADS Bremen
EADSCA,EADS Astrium Construcciones Aeronauticas S.A. (CASA) Espacio,business,EADS,E,Madrid:Barajas,2004-01-01 00:00:00,2006-07-01 00:00:00,EADS Construcciones Aeronáuticas SA
EADSG,EADS Launch Vehicles  CSG,business,EADS,F,"CSG, Kourou, Guyane Francaise",2000-07-10 00:00:00,2014-01-01 00:00:00,EADS Launch Vehicles - CSG
EADSL,EADS Launch Vehicles (EADS LV),business,EADS,F,"Les Mureaux, Paris, France",2000-07-10 00:00:00,2014-01-01 00:00:00,EADS Launch Vehicles (EADS LV)
EADSO,EADS Ottobrunn,business,,D,Munchen:Ottobrunn,2000-07-01 00:00:00,2006-06-01 00:00:00,EADS Ottobrunn
EARI,Earthi Ltd.,business,,UK,Guildford,2013-01-01 00:00:00,,Earth-i Ltd.
EARTH,Earth (Terra),,,EARTH,Earth,,,Earth
EASF,"EADS Astrium Satellites (D), Friedrichsafen",business,EADS,D,Friedrichsafen,2003-06-16 00:00:00,2014-01-01 00:00:00,"EADS Astrium Satellites (D), Friedrichsafen"
EC,Ecuador,,,EC,Quito,1830-01-01 00:00:00,,República del Ecuador
ECHO,Echostar Communications Corp,business,,US,"Englewood, Colorado",1980-01-01 00:00:00,2007-12-01 00:00:00,Echostar Communications Corp
ECHOC,Echostar Corp,business,,US,"Englewood, Colorado",2007-12-01 00:00:00,,Echostar Corp
ECHOM,Echostar Mobile,business,ECHO,IE,Dublin,2015-03-01 00:00:00,,Solaris Mobile Ltd.
ECLIP,Ecliptic Enterprises,business,,US,"Pasadena, California",2001-01-01 00:00:00,,Ecliptic Enterprises
ECOM,US Army Electronics Command,defense,USA,US,"Ft Monmouth, NJ",1962-08-01 00:00:00,1978-01-01 00:00:00,US Army Electronics Command
EDLS,Electronics Defense LaboratorySylvania,business,,US,"San Jose:Mountain View, California",1953-01-01 00:00:00,,Electronics Defense Laboratory-Sylvania
EE,Estonia,,,EE,Tallinn,1991-01-01 00:00:00,,Eesti Vabariik
EELEC,"English Electric Co., Stevenage",business,,UK,Stevenage,1953-01-01 00:00:00,1960-01-01 00:00:00,"English Electric Co., Stevenage"
EER,EER Systems Inc. Aerospace Div.,business,,US,"Seabrook, Maryland",1990-12-01 00:00:00,2001-01-01 00:00:00,EER Systems Inc. Aerospace Div.
EERSSI,EER Systems Inc. SSI Division,business,,US,"Houston, Texas",1990-12-01 00:00:00,2001-01-01 00:00:00,EER Systems Inc. SSI Division
EG,Egypt,,,EG,"al-Qahira, Misr",1922-02-22 00:00:00,,جمهورية مصر العربية
EGA,"Egyptian Army, Missile Division",defense,,EG,"Jabal Hamzah, Egypt",1960-01-01 00:00:00,,"Egyptian Army, Missile Division"
EGAO,Egyptian General Aero Organization,civilian,RKKE,EG,Al Qahira,1960-01-01 00:00:00,1967-01-01 00:00:00,Egyptian General Aero Organization
EGS,EnergiyaGPISpace,business,GPI,GE,Tbilisi,1998-01-01 00:00:00,,Energiya-GPI-Space
EGSA,European GNSS Supervisory Authority,civilian,,I-EU,Paris,2004-01-01 00:00:00,2010-01-01 00:00:00,European GNSS Supervisory Authority
EHNS,Echostar/Hughes Satellite Systems Corp,business,ECHO,US,"Germantown, Maryland",2011-01-01 00:00:00,,Echostar/Hughes Satellite Systems Corp
EIAST,Emirates Institution for Advanced Science and Technology,civilian,,UAE,Dubai,2008-01-01 00:00:00,,Emirates Institution for Advanced Science and Technology
ELDE,Elecnor Deimos (Tres Cantos),business,,E,Madrid:Tres Cantos,2009-09-01 00:00:00,,Elecnor Deimos (Tres Cantos)
ELDEC,Elecnor Deimos (CastillaLa Mancha),business,,E,"Puertollano, Castilla:La Mancha",2010-09-01 00:00:00,2015-08-01 00:00:00,Elecnor Deimos (Castilla-La Mancha)
ELDECI,"Deimos Imaging, Elecnor Deimos",business,ELDE,E,"Boecillo, Valladolid",2009-09-01 00:00:00,2015-08-01 00:00:00,"Deimos Imaging, Elecnor Deimos"
ELDO,European Launcher Development Organization,civilian,I-ELDO,I-ELDO,Paris,1962-01-01 00:00:00,1975-01-01 00:00:00,Centre européen pour la construction de lanceurs d'engins spatiaux
ELLT,Elliott Bros (London) Space and Weapon Research Labs (Marconi),business,,UK,"Frimley, Surrey",1804-01-01 00:00:00,1966-01-01 00:00:00,Elliott Bros (London) Space and Weapon Research Labs (Marconi)
ELUS,"Energia Logistics Ltd, (ELUS)",business,RKKE,US,"Long Beach, California",2010-01-01 00:00:00,,"Energia Logistics Ltd, (ELUS)"
ELV,ELV SpA,business,,I,Colleferro,2008-01-01 00:00:00,,ELV SpA
ELYS,Elysium Space,business,,US,"San Francisco, California",2015-01-01 00:00:00,,Elysium Space
EMASH,NPO Energomash,business,,RU,Moskva:Khimki,1990-01-01 00:00:00,,НПО Энергомаш имени академика В. П. Глушко
EMBR,Embratel (Empresa Brasileira de Telecomunicacoes) Satellite Div,civilian,TELB,BR,Rio de Janeiro,1965-01-01 00:00:00,1998-01-01 00:00:00,"Embratel, Empresa Brasileira de Telecomunicações S/A."
EMBRM,Embratel (Empresa Brasileira de Telecomunicacoes) Satellite Div,civilian,MCI,BR,Rio de Janeiro,1998-01-01 00:00:00,2003-01-01 00:00:00,"Embratel, Empresa Brasileira de Telecomunicações S/A."
EMBRT,Embratel (Empresa Brasileira de Telecomunicacoes) Satellite Div,civilian,TELMX,BR,Rio de Janeiro,2003-01-01 00:00:00,,"Embratel, Empresa Brasileira de Telecomunicações S/A."
EMST,EMS Technologies (Canada),business,,CA,"Montreal:St-Anne-de-Bellevue, Quebec",1999-01-01 00:00:00,2005-01-01 00:00:00,EMS Technologies (Canada)
ENDUR,EnduroSat,academic/non-profit,,BGN,Sofia,2015-01-01 00:00:00,,EnduroSat
EOS,"ElectroOptical Systems, Inc.",business,,US,"Pasadena, California",,1980-01-01 00:00:00,"Electro-Optical Systems, Inc."
EOSAT,EOSAT Inc (Earth Observation Satellite Company; Hughes/RCA),business,,US,"Washington, DC/Lanham, Md.",1985-01-01 00:00:00,1996-11-01 00:00:00,EOSAT Inc (Earth Observation Satellite Company; Hughes/RCA)
EOSAU,ElectroOptical Systems Pty Ltd.,business,,AU,"Queanbeyan, New South Wales",1983-01-01 00:00:00,,Electro-Optical Systems Pty Ltd.
EPFL,"Ecole Polytechnique F\'ed\'erale de Lausanne, Ecublens campus",academic/non-profit,,CH,Lausanne:Ecublens,1978-01-01 00:00:00,,"École Polytechnique Fédérale de Lausanne, Écublens"
ERAU,EmbryRiddle Aeronautical University (ERAU),academic/non-profit,,US,"Daytona Beach, Florida",1965-01-01 00:00:00,,Embry-Riddle Aeronautical University (ERAU)
ERDA,Energy Research and Development Agency,defense,,US,"Washington, DC",1975-01-19 00:00:00,1977-08-04 00:00:00,Energy Research and Development Agency
ERDL,US Army Engineer Research and Development Lab,defense,,US,"Springfield:Ft Belvoir, Virginia",1942-01-01 00:00:00,,US Army Engineer Research and Development Lab
ERNO,ERNOVFW (Entwicklungsring Nord),business,VFW,D,Bremen,1961-01-01 00:00:00,1969-01-01 00:00:00,ERNO-VFW (Entwicklungsring Nord)
ERNOF,ERNOVFW Fokker (Entwicklungsring Nord),business,VFWF,D,Bremen,1969-01-01 00:00:00,1980-01-01 00:00:00,ERNO-VFW Fokker (Entwicklungsring Nord)
ERNOV,ERNOVFW (Entwicklungsring Nord),business,VFW,D,Bremen,1980-01-01 00:00:00,1981-01-01 00:00:00,ERNO-VFW (Entwicklungsring Nord)
ERTU,Egyptian Radio and Television Union,civilian,EG,EG,6th of October City,1960-01-01 00:00:00,,اتحاد الاذاعة و التليفزيون المصري‎
ESA,European Space Agency,civilian,,I-ESA,Paris,1975-04-30 00:00:00,,European Space Agency
ESCN,Canary Is,,E,ESCN,Santa Cruz de Tenerife,1479-01-01 00:00:00,,Islas Canarias
ESHAIL,"Es'hailsat, Qatar Satellite Compnay",academic/non-profit,ICTQ,QA,Doha,2010-01-01 00:00:00,,"Es'hailsat, Qatar Satellite Compnay"
ESIE,"ESIEESPACE, Ecole Sup. d'Ingenieurs en Electron. et Electrotechnique",academic/non-profit,TARTU,F,Paris,1990-01-01 00:00:00,,"ESIEESPACE, École Supérieure d'Ingénieurs en Électronique et Électrotechnique"
ESL,"Electromagnetic Systems Laboratory, Inc",business,,US,"Palo Alto, California",1964-01-01 00:00:00,1969-01-01 00:00:00,Electronic Systems Lab. Inc.
ESL1,"Electromagnetic Systems Laboratory, Inc",business,,US,"Sunnyvale, California",1969-01-01 00:00:00,1978-01-01 00:00:00,Electronic Systems Lab. Inc.
ESRO,European Space Research Organization,civilian,,I-ESRO,Paris:Neuilly:sur:Seine,1962-01-01 00:00:00,1975-04-30 00:00:00,Conseil Europeen de Recherches Spatiales
ESRWA,Earth and Space Research,civilian,,US,"Seattle, Washington",,,Earth and Space Research
ESSA,Environmental Science Services Administration,civilian,,US,"Suitland, Maryland",1965-01-01 00:00:00,1970-10-01 00:00:00,Environmental Science Services Administration
ESSP,Estonian Student Satellite Program,academic/non-profit,,EE,Tartu,2012-01-01 00:00:00,,Eesti tudengisatelliidi programm
ESTEC,ESTEC,civilian,I-ESA,I-ESA,"Noordwijik, Nederland",1964-01-01 00:00:00,,ESTEC
ESYS,ESystems Inc.,business,,US,"Dallas:Garland, Texas",1972-01-01 00:00:00,1995-01-01 00:00:00,E-Systems Inc
ETAC,"Environmental Technical Applications Center, USAF",defense,USAF,US,"Washington, DC",1964-12-01 00:00:00,1975-08-01 00:00:00,"Environmental Technical Applications Center, USAF"
ETACIL,"Environmental Technical Applications Center, USAF",defense,USAF,US,"St. Louis:Scott AFB, Illinois",1975-08-01 00:00:00,1995-10-01 00:00:00,"Environmental Technical Applications Center, USAF"
ETEC,Escola Municipal Presidente Tancredo de Almeida Neves,academic/non-profit,,BR,"Ubatuba, Sao Paolo",,,Escola Municipal Presidente Tancredo de Almeida Neves
EUMET,European Meteorological Satellite Organization,civilian,I-EUM,I-EUM,Darmstadt,1986-01-01 00:00:00,,European Meteorological Satellite Organization
EUPST,EuropeStar Ltd.,business,,UK,"Uxbridge, Middlesex",1998-01-01 00:00:00,2005-07-01 00:00:00,EuropeStar Ltd.
EURAS,Eurasspace Gesellschaft fur Raumfahrttechnik mbH,business,,D,Munchen,1994-01-01 00:00:00,,EURASSPACE Gesellschaft für Raumfahrttechnik mbH
EUROK,Eurockot Launch Services GmbH (D for RU lanch vehicle),business,,RU,Bremen,1995-01-01 00:00:00,,Eurockot Launch Services GmbH (D for RU lanch vehicle)
EUROL,Eurolaunch (DLR/SSC),business,SSC,S,Kiruna,2003-12-01 00:00:00,,Eurolaunch (DLR/SSC)
EUROP,Europropulsion (SEP/BPD),business,,F,Suresnes,1991-01-01 00:00:00,,Europropulsion (SEP/BPD)
EUROPK,Europropulsion (SEP/BPD),business,EUROP,F,Kourou,1991-01-01 00:00:00,,Europropulsion (SEP/BPD)
EURSA,Eurasiasat,business,,MC,Monaco,1996-01-01 00:00:00,,Eurasiasat
EURSG,EurasiasatGolbasi (Satellite control center),business,EURSA,TR,Golbasi,1996-01-01 00:00:00,,Eurasiasat-Golbasi (Satellite control center)
EUTAM,Eutelsat Americas,business,EUTSA,MX,Ciudad de Mexico:Lomas de Sotelo,2014-03-07 00:00:00,,Eutelsat Americas
EUTEL,European Telecommunications Satellite Organization,civilian,I-EUT,I-EUT,Paris,1977-01-01 00:00:00,2001-07-01 00:00:00,European Telecommunications Satellite Organization
EUTSA,Eutelsat SA,business,,F,Paris,2001-07-02 00:00:00,,Eutelsat SA
EWAT,Earth Watch Inc,business,,US,"Longmont, Colorado",1995-01-01 00:00:00,2002-01-01 00:00:00,Earth Watch Inc
EXA,Ecuadorian Civilian Space Agency,civilian,,EC,Guayaquil,2007-11-01 00:00:00,,Agencia Especial Civil Ecuatoriana
EXEA,exactEarth Ltd.,business,COMDEV,CA,"Cambridge, Ontario",2009-01-01 00:00:00,,exactEarth Ltd.
EXOSA,Exos Aerospace,business,,US,"Dallas:Caddo Mills, Texas",2015-01-01 00:00:00,,Exos Aerospace
EXPACE,Expace,business,CASIC,CN,Beijing:Haidian,2016-01-01 00:00:00,,航天科工火箭技术有限公司
F,France,,,F,France,0509-01-01 00:00:00,,République française
FACH,"Fuerza A\'{e}rea de Chile, ECS Fasat, Los Cerrillos AFB",defense,,CL,Santiago:Los Cerrillos,1930-01-01 00:00:00,,"Fuerza Aérea de Chile, Aeródromo Los Cerrillos"
FAI,Final Analysis Inc,business,,US,"Greenbelt, Maryland",1993-01-01 00:00:00,2001-01-01 00:00:00,Final Analysis Inc
FAIR,Fairchild Space and Electronics,business,,US,"Germantown, Maryland",1971-01-01 00:00:00,1994-01-01 00:00:00,Fairchild Space and Electronics
FAIRA,Fairchild Aircraft Division,business,,US,"Hagerstown, Maryland",1950-01-01 00:00:00,1961-01-01 00:00:00,Fairchild Aircraft Division
FAIRH,Fairchild Hiller Space Systems Division,business,,US,"Hagerstown, Maryland",1964-01-01 00:00:00,1971-01-01 00:00:00,Fairchild Hiller Space Systems Division
FAIRHG,Fairchild Hiller Space Systems (Rockville/Germantown),business,,US,"Germantown, Maryland",1964-01-01 00:00:00,1971-01-01 00:00:00,Fairchild Hiller Space Systems (Rockville/Germantown)
FAIRS,Fairchild Stratos Space Systems Division,business,,US,"Hagerstown, Maryland",1961-01-01 00:00:00,1964-01-01 00:00:00,Fairchild Stratos Space Systems Division
FAKEL,OKB Fakel,business,,SU,Kaliningrad,1971-01-01 00:00:00,2014-03-01 00:00:00,"ОКБ ""Факел"""
FAKELO,"OKB Fakel, fil. ORKK",business,ORKK,RU,Kaliningrad,2014-03-01 00:00:00,,"ОКБ ""Факел"""
FASTC,USAF Foreign Aerospace Science Technology Center (FTD),defense,USAF,US,"Wright-Patterson AFB, Dayton, Ohio",1961-01-01 00:00:00,1993-10-01 00:00:00,USAF Foreign Aerospace Science Technology Center (FTD)
FATAH,"Al Fatah Co., Baghdad",business,,IQ,Baghdad,1999-01-01 00:00:00,2003-01-01 00:00:00,"Al Fatah Co., Baghdad"
