STAGE_NAME,STAGE_FAMILY,STAGE_ALT_NAME,LENGTH,DIAMETER,LAUNCH_MASS,DRY_MASS,THRUST,DURATION,ENGINE_ID,ENGINE_COUNT
M-23,M-20,,6.2,1.41,13,2742,523,73,506,1
M-24,M-24,,6.6,2.51,38,3410,1240,71,507,1
M-25,M-24,,6.6,2.51,38,3410,1240,71,508,1
M-250,MR-12,,8.8,.45,1,,,,571,1
M-30,M-30,,4,.86,2.8,773,128,42,509,1
M-34,M-34,,3.4,2.2,11.6,1000,290,102,511,1
M-34c,M-34,,4.3,2.2,12.3,1500,327,105,512,1
M-35,M-35,,4,2.6,17.2,2200,445,129,513,1
M-3A,M-40,,2.3,1.14,1.1,130,61,54,514,1
M-3B,M-40,,2.7,1.5,3.6,310,132,87,515,1
M-40,M-40,,1.8,.79,.4,73,26.5,40,516,1
M-6,HJ,M6 Honest John,4.9,.58,1.9,954,365,5,517,1
M55A1,Minuteman,,7.5,1.68,22.9,2500,792,59.3,525,1
M55E1,Minuteman,,7.5,1.68,22.9,2320,892,60,1096,1
M55E1-ATK,Minuteman,,7.5,1.68,22.9,2522,892,60,1097,1
M56A1,Aries,Aries,3.8,1.12,5.2,750,200,60,526,1
M57A1,Minuteman.St3,,2.1,.97,1.9,300,76,59,528,1
MARC 14A1,ArcasB,,.7,.11,.016,11,12,.8,543,1
MARC 14B1,TTB,,.8,.3,.1,59,84,.8,544,7
MARC 42A1,ArcasB,,1.6,.11,.03,15,12.2,3,549,1
MARC 42A2,ArcasB,,.9,.11,0,,,,550,1
MCR-3,RH-125,,1,.12,.02,,,,557,1
MD-620,Agate,,4.1,.8,2,,,,626,1
MERA,Mera,,1,.15,.02,4,,,558,1
MG-18,Altair,M-2,1.5,.46,.3,,,,559,1
MLRS,MLRS,,2,.23,.3,,53,3.2,560,1
MMR-06,MMR-06,,2.5,.2,.1,20,,9,561,1
MR-1,Sparrow,,1.6,.41,.22,124,102,1.9,3,3
MR-12,MR-12,,8.8,.45,1,,,,568,1
MR-20,MR-12,,8.8,.45,1,,,,570,1
MR-30,MR-12,,8.8,.45,1,,,,572,1
MR-UR-100 BR,BR,,1,2.15,1,500,,,29,1
MR-UR-100 St 1,MR-UR-100,,14.3,2.25,59,5000,1236,,789,1
MR-UR-100 St 2,MR-UR-100.St2,,3.2,2.15,10,1000,142,195,28,1
MSBS 401,MSBS,,5.4,1.93,22.5,2500,900,60,937,1
MSBS 402,MSBS.St2,,2,1.93,8.8,800,300,70,938,1
MSBS 403,MSBS.St3,,1.1,1.93,1.5,100,100,40,939,1
MSBS 501,M51,,6.5,2.3,30,2500,900,60,574,1
MSBS 502,M51,,2.3,2.3,10,800,300,70,575,1
MSBS 503,M51,,1.3,2.3,5,100,100,40,576,1
MSD,Star20,,1.5,.5,.3,26,26.5,27.5,1022,1
MT-135P,MT-135,,3.3,.14,0,,12,10.5,578,1
MX-774,MX-774,,5.7,.76,1.1,500,35,75,579,4
MX-775,Snark,,5.1,.69,1.2,0,580,4,620,2
Mace,Matador,,0,0,0,0,0,0,1098,0
Malemute,Malemute,,3.3,.41,.6,100,55.1,22,1102,1
Martlet 1,Gun16,,1.5,.13,.2,170,0,0,,0
Martlet 2,Gun16,,1.5,.13,.2,170,0,0,,0
Martlet 3A,Gun16,,1.5,.13,.2,170,0,0,,0
Martlet 3B,Gun16,,1.5,.13,.2,170,0,0,,0
Matador,Matador,,0,0,0,0,0,0,1106,0
Mayfly,LongTom,,3.1,.23,.25,,62,3.6,583,1
Melanie,Berenice,,3,.22,.1,40,38,4.4,584,1
Melanie 1,Monica,,1.1,.16,.01,,,,584,1
Melusine,Monica,,1.9,.16,0,29,,8,585,1
Mesquito,MLRS,,2,.23,.3,,53,3.2,560,1
Meteo,Meteo,,3.4,.15,.02,,,,,1
Meteor 1,Meteor,,1.8,.11,.03,10,14,2.3,595,1
Meteor 3 Booster,Meteor,,1.8,.11,.03,10,14,2.3,595,1
Meteor 3B Booster,Meteor,,1,.2,.06,,,2.3,595,3
Meteor SRB,Meteor,,1.7,.11,0,15,14,2.3,595,1
Meteor-2,Meteor2,,4.2,.35,.4,126,24,18,596,1
Metroc,Loki,,1.4,.08,.01,0,.6,17.5,545,1
MiG31D 072,Air,,0,0,0,0,0,0,,0
Mimosa,Mimosa,,2.6,.2,.2,40,33,5,944,1
Mk 104,Standard,,2.9,.35,.5,128,,,597,1
Mk 104 (ARC),Standard,,2.9,.35,.5,128,,,597,1
Mk 30,Standard,,3.5,.35,.4,,,,606,1
Mk 56,Standard,,4.5,.35,.6,,,,611,1
Mk 72,Mk72,,1.7,.53,.7,243,,,614,1
Mk7,FFAR,,1.2,.07,.01,9,9.8,.9,616,1
Momo,Momo,,6.2,.5,.8,,,,618,1
Musca,Musca,,1.7,.09,.01,,5.1,3.7,619,1
N-1 Blok-A,N-1,N-1 Blok A,30,14,1870,130000,45300,110,634,30
N-1 Blok-B,11A52B,Blok B,20.5,10.3,540,56000,14000,130,635,8
N-1 Blok-V,11A52V,Blok V,12.5,6.4,185,13700,1610,400,637,4
NA-805,Agate,,5,.8,4.1,,,,627,1
NAL-16,STA,,3.9,.165,.1,40,10,14,628,1
NAL-25,STA,,4,.25,0,,,,629,1
NAL-7,STA,,2,.07,0,,5,1,630,1
NAL-735,SB-735,,9,.74,4.7,,250,49,631,1
NB-52,Air,,0,0,0,0,0,0,,0
NOTS 124-C,Sidewinder,,1,.13,.03,,,,643,1
NOTS 3in Sph.,NOTS.3inSM,,.1,.08,0,1,.7,1,644,1
NOTS 401A,NOTS400,,.8,.5,,,,7.2,645,1
NOTS 500,NOTS500,,2.5,.61,.9,,,45,646,1
NOTS 551,NOTS551,,3,.34,.4,85,,28,648,1
NOTS 8in,NOTS.8in,,.5,.2,.01,3,5.1,5.7,647,1
NSPO Booster,NSPOB,,2.4,.55,1,,,6,652,1
NSPO Stage 2,NSPO,,3.9,.42,1,,,30,653,1
Naro Stage 1,Angara,,25.7,2.9,142.4,9800,1670,337.5,767,1
Navaho Booster,Navaho,,23.2,,,,0,0,310,2
Navaho Missile,X-10,,21.3,,,,0,0,,0
Nazeat,Kavoshgar,Iran,4,.36,.3,0,0,,441,1
Neptune,Neptune,,3.2,.39,.5,150,20,32,654,1
New Shepard PM,NewShepard,,12,3,75,10000,1020,145,198,4
Nihka,BB5,,2,.44,.4,79,49.9,17.8,52,1
Nike,Nike,,3.6,.42,.7,256,195.6,3.4,529,1
Nike-46,Nike-46,,1,.4,1,,392,2,54,4
Nike-46 Sustainer,Ajax,,6,.3,.4,,11.4,21,1205,1
Nike-47,Nike-46,,1,.4,1.1,,392,2,55,4
Nike-47 Sustainer,Ajax,,6,.3,.4,,11.4,21,58,1
Nike-484 Sustainer,Ajax,,6,.3,.4,,11.4,21,58,1
Nike-490 Sustainer,Ajax,,6,.3,.4,,13.8,71,169,1
Nudol',A-350,,7,2.6,15,,,,657,1
Nudol' Booster,A-350,,8,2.6,15,,,,656,1
OAM,OAM,,1,2.3,.7,360,.9,550,566,4
OIS,Star27,,1.2,.69,.4,24,26.7,34.3,1028,1
OS-X0,DF-11,,7.4,.88,5.4,1645,93.2,,266,1
OTRAG,OTRAG,,7,.76,,,120,,659,4
OV,STS.OV,,37.2,5.49,110,80000,54,90,658,2
Oka,Oka,,7.5,.92,4.6,,,,660,1
Orbus 1,Orbus1,,1.2,.7,.5,50,88,,661,1
Orbus 1A,Orbus1,,1.2,.7,.5,50,88,,662,1
Orbus 21D,Orbus21,ESBM,3,2.3,10.8,1030,187,150,663,1
Oreste,Monica,,.5,.13,.01,,.9,8,665,1
Oriole,Oriole,,3.9,.56,1,198,92.1,,311,1
Orion,Orion,,2.7,.35,.4,111,13,32,522,1
Orion 38,Pegasus.St3,Pegasus 3,1.3,.97,.9,126,36,69.6,666,1
Orion 50,Pegasus.St2,Pegasus 2,2.7,1.27,3.4,345,118,73.3,667,1
Orion 50S,Pegasus,Pegasus 1,8.9,1.27,13.4,1900,485,72.4,668,1
Orion 50SG,Pegasus,Taurus-Lite,10,1.27,15,,,,670,1
Orion 50SXLG,Pegasus,Taurus-Lite,10,1.27,15,,704,,670,1
Orion 50SXLT,Pegasus,,10,1.27,15,,704,,671,1
Orion 50XL,Pegasus.St2,Pegasus XL Stage 2,3.7,1.27,4,420,196,72.5,672,1
Orion 50XLT,Pegasus.St2,,3.7,1.27,4,420,196,72.5,673,1
Orion LAS,Orion.LAS,,10,1,6,,,,674,1
Orion-1,IIAE.Orion,,3,.21,.1,55,,12,675,1
Orion-2,IIAE.Orion,,3,.21,.1,55,,12,676,1
P064,Rubis,Rubis,1.5,.65,.7,89,52,45,678,1
P068,P068,P0.68,1.7,.8,.8,62,52.5,46.5,679,1
PAL,PAL,,18.6,2.17,44,4500,758.5,140,1172,1
PAM-D2,PAM-D2,,2.7,1.6,3.5,230,85,118,1053,1
PAP,PAP,,11.5,1.07,12.6,3100,650,42,687,1
PBS,PBS,,1,1.32,1,,1.4,,845,1
PDV Target St2,Prithvi,,2,1.1,2,,,,66,1
PS2,PSLV.St2,PS-2,12.5,2.8,45.8,5300,724,158,1166,1
PS3,PSLV.St3,PS-3,3.6,2,8.4,1100,324,83,691,1
PS4,PSLV.St4,PS-4,2.6,2,2.9,920,14.8,425,485,2
PSOM,ASLV,,11.3,1,11,2000,677,44.2,692,1
PSOM-XL,ASLV,,13.5,1,13.5,2000,720,49,692,1
Paekkom Booster,Hercules,,4.3,1.06,2.4,,,,697,4
Paiute,Genie,,1.9,.38,.3,81,186,3.7,1101,1
Patriot,Malemute,,3.3,.41,.6,100,55.1,22,1120,1
Peacekeeper PBPS,MX.St4,,1.1,2.35,1.3,550,11.8,168,851,1
Pedro,Pedro,,3.1,.71,1.5,250,244,11.3,1114,1
Pegasus XL Stage 1,Pegasus,Pegasus XL1,10.3,1.27,17,2000,594,73.4,669,1
Peregrine,Peregrine,,6.2,.44,1.2,,,,698,1
Perekhodnik,Perekhodnik,,0,0,0,0,0,0,,0
Perimetr Stage 1,MR-UR-100,,14.9,2.25,59,5000,1236,,789,1
Perimetr Stage 2,MR-UR-100.St2,,3.2,2.15,10,1000,142,195,28,1
Pershing 2 St1,Pershing,,4,1.02,4.1,530,172,58,699,1
Pershing 2 St2,Pershing,,2.8,1.02,5.8,350,134,46,700,1
Petrel,Petrel,,1.8,.19,.1,26,4.5,30,488,1
Petrel 2,Petrel,Petrel,1.8,.19,.1,26,4.5,30,488,1
Polaris TV,Polaris,-  [0.78m?],6,.79,8.3,1450,285,23,1116,1
Pollux,Sergeant,,5.7,.79,4.2,,,38,701,1
Prithvi,Prithvi,,8.5,1.1,4.5,,,,703,1
Private A,PrivateA,,2.3,.25,.3,130,4.4,30,71,1
Private A Booster,PrivateBooster,,1,.47,.07,,98,.2,1064,4
Private F,PrivateA,,2.3,.25,.3,130,4.4,30,71,1
Proson St1,Proson,,1.5,.2,.1,,,,704,1
Proson St2,Proson2,,1.6,.106,.03,,,,705,1
Prosper,Monica,,1.2,.16,.01,,,,584,1
R-1,V-2,,14.1,1.65,13.4,4000,267,65,750,1
R-11,R-11,,7.4,.88,4.6,955,93,,905,1
R-11FM,R-11,,7.4,.88,4.5,1080,93,63,906,1
R-12,R-12,,18,1.65,34.6,4810,625.6,125,773,1
R-12 11K63A,R-12,,18,1.65,39.5,4810,625.6,125,773,1
R-12 63S1A,R-12,,18,1.65,39.5,4810,625.6,125,773,1
R-12 63S1MA,R-12,,18,1.65,39.5,4810,625.6,125,773,1
R-13,R-13,,10,1.3,13.7,,,,909,1
R-14,R-14,,22.4,2.4,87.2,5300,1745,130,776,1
R-14 11K65A,R-14,,22.4,2.4,87.2,5300,1745,130,776,1
R-14 11K65MA,R-14,,22.4,2.4,87.2,5300,1745,130,776,1
R-14 65S3A,R-14,,22.4,2.4,87.2,5300,1745,130,776,1
R-17,R-11,Scud B,7.4,.88,5.4,1645,93.2,,917,1
R-2,V-2,,17,1.65,20.3,4380,363,85,751,1
R-21,R-21,,12,1.3,16.6,,,,919,1
R-27,R-27,,8,1.5,10,,255,128,78,1
R-29 St 1,R-29,,7.7,1.9,20,,682,74,746,1
R-29 St 2,R-29.St2,,3.1,1.8,10,,,,713,1
R-29R St 1,R-29,,7.7,1.9,20,,682,74,746,1
R-29R St 2,R-29.St2,,3.1,1.8,10,,,,713,1
R-29RM St1,R-29,,7.7,1.9,20,,682,74,746,1
R-29RM St2,R-29.St2,,4.9,1.9,10,,,94,714,1
R-29RM St3,R-29.St3,,2.8,1.9,10,,,87,715,1
R-31 BS,BR,,2.5,1.54,1.3,200,4,101,707,4
R-31 St 1,R-31,,6.3,1.54,17.5,2000,579,84,74,1
R-31 St 2,R-31.St2,,3.1,1.54,6.9,800,233,74,706,1
R-39 St 1,R-39,,9.7,2.4,53.7,,2060,,75,1
R-39 St 2,R-39.St2,,5,2.4,25,,,,708,1
R-39 St 3,R-39.St3,,4,2.4,10,,,,709,1
R-5,R-5,,20.7,1.65,28.6,4400,500,115,752,1
R-UNK,UNK,,0,0,,,,,,1
RB-57B,Air,,0,0,0,0,0,0,,0
RH-125,RH-125,,1.4,.12,.02,11,8.4,2.9,816,1
RH-125S,RH-125,,1.6,.12,.02,14,1.3,32,817,1
RH-200,RH-200,,1.4,.2,.1,,16.9,5.7,818,1
RH-200SV,RH-200,,1.4,.21,.14,48,16.9,10,819,1
RH-300,Belier,,2.8,.31,.3,79,33.3,16,820,1
RH-300 Booster,Venus,,2,.28,.2,65,37.5,6,821,1
RH-300 Mk II,Belier,,3.4,.31,.5,,39.1,20.2,822,1
RH-560,Stromboli,,3.9,.56,.9,277,76,19,823,1
RH-560S,Stromboli,,4.1,.56,1.3,262,119,19,824,1
RH-75,RH-75,,1.2,.08,.01,,,,825,1
RH-ATV,Stromboli,,3.7,.56,.9,277,76,19,823,1
RSA-3-1,Jericho,,6.3,1.35,10.2,1100,456,52,856,1
RSA-3-2,Jericho,,6.4,1.35,11,1771,477,52,857,1
RSA-3-3,AUS-51,,2.1,1.35,2,170,59,94,858,1
RSRM,SRB,,45.5,3.77,590,88000,11790,123,977,1
RT-21 St1,Temp-2S,,8.6,1.79,26.6,,,63,718,1
RT-21 St2,RT-21.St2,,4.4,1.47,8.7,,,,719,1
RT-21 St3,Topol.St3,,3.9,1.34,8.7,1000,245,,720,1
RT-23 St 3,RT-23.St3,,3.6,2.4,15,,206,,807,1
RTV Motor,BabySergeant,Baby Sergeant,1.2,.15,.025,6,8.6,7.6,860,1
RTV-A-3,RTV,,2.5,.46,.6,280,12,,632,1
RV-A-10,Sergeant,,4,.79,3.5,800,140,30,861,1
RX-250-LPN,RX-250,,5.3,.25,.3,,52,6,862,1
RX-320,RX-320,,4.7,.32,.5,,52,,863,1
RX-420,RX-420,,6,.42,.5,,100,,864,1
Raven 1/1A/2A,Raven,,5.1,.44,1,240,44.5,30,866,1
Raven 11,Raven,Raven,5.5,.44,1.3,290,105,39,867,1
Raven 2,Raven,,5.1,.44,1,240,44.5,30,868,1
Raven 5,Raven,,5.1,.44,1,240,44.5,30,869,1
Raven 6,Raven,Raven,5.4,.44,1.2,242,52.5,36,870,1
Raven 7,Raven,,5.1,.44,1,240,44.5,30,871,1
Raven 8,Raven,Raven,5.4,.44,1.1,230,50.1,30,872,1
Recruit,Recruit,XM-19,2.6,.23,.2,,156,1.5,2,1
Recruit 1A,Recruit,TE29-1A,3.1,.23,.2,67,132,2.2,1076,1
Redstone,Redstone,,13.4,1.78,33,3000,370,155,874,1
Redstone MRLV,Redstone,,15.5,1.78,33,3000,370,175,874,1
Regulus,Regulus,,10.1,1.4,6.6,,0,0,,0
Regulus II,Regulus,,20.5,1.3,10.2,,0,0,,0
Rita I,Rita,Rita 1,2.3,1.51,4.8,350,180,62,681,1
Rita II,Rita,Rita 2,3,1.51,6,,320,52,875,1
Rocketsonde,Rocketsonde,,2,.11,0,15,,,,1
Rocketsonde2,Rocketsonde2,,2,.11,0,15,,,,1
Rook,Raven,Rook,5.4,.44,1.1,186,300,5.5,876,1
Rook II,Raven,Rook,5.4,.44,1.2,304,300,7,876,1
Rook IIIA,Raven,Rook,5.4,.44,1.1,186,300,5.5,876,1
Rook IIIB,Raven,Rook,5.4,.44,1.1,186,300,5.5,876,1
S-160,S-160,S160,3.9,.16,.1,,,,880,1
S-210,S-210,S210,5.1,.21,.26,,,17,882,1
S-250,K250,,2,.25,.2,,,,966,1
S-300,S-300,S300,6,.3,.5,,,,885,1
S-310,S-310,S310,5,.31,.6,230,80,31.6,887,1
S-40,S-40,S-40,5.3,1.01,5.6,1300,252,40,889,1
S-40TM,S-40,,5.1,1.01,5.4,1190,202,58,889,1
S-43,S-40,S-43,8.1,1.01,8.4,1250,327,40,892,1
S-43 VLR-R2,S-40,S-43,8.1,1.01,8.4,1250,327,40,892,1
S-43TM,S-40,S-43,8.1,1.01,8.4,1250,327,40,892,1
S-44,S-44,,1.7,1.01,1,127,33,66,893,1
S-44M,S-44,,1.7,1.01,1,127,33,66,893,1
S-520,S-520,S520,5.9,.52,2.3,400,143.1,28.7,895,1
S-A,STA,,2.8,.16,.037,,2.5,,896,1
S-B,STA,,2.8,.16,.1,,,,897,1
S-C,STA,,2.8,.16,.1,,,,898,1
S-II Interstage,Interstage,,0,0,0,0,0,0,,0
S1,Kosmos-2.St2,,7.8,1.65,8.6,840,105,250,765,1
S125,PSLV,PS-1,20,2.8,168,30000,4430,105,901,1
S139,PSLV,PS-1,20,2.8,177,30000,4910,105,902,1
S1M,Kosmos-2.St2,,7.8,1.65,8.6,840,105,250,765,1
S3,Kosmos-3.St2,,6,2.4,20.1,1500,157,335,11,1
S31,Sonda3,,3.2,.56,.9,284,136,11,886,1
S3M,Kosmos-3.St2,,6,2.4,20.1,1435,157,335,11,1
S5M,S5M,,2.8,2.2,4.6,1600,79,125,802,1
S9,ASLV,,10.7,1,11,2900,500,49,930,1
SA-II,STA,,1,.1,0,,,,931,1
SARGE,STIG-B,,11,.51,1,363,24.1,60,933,1
SB-310,SB-310,,5.8,.31,.5,190,95,7.4,934,1
SB-735,SB-735,M-3S SRB,9.1,.74,5.1,1100,328,38,935,1
SDC Viper,Viper,Viper IIB,2.7,.166,.09,20,35.8,3.2,69,1
SEGPRO,ISRO-TV,,2,.25,.3,,,,,1
SEP 901,P-10,P-10,4.5,1.51,10,,440,,940,1
SEP 902,P-16,P-16,6.9,1.51,16,,540,,941,1
SEP 903,P-10,P-10,4.7,1.51,10,,440,,942,1
SEP 904,P-10,P-10,4.5,1.51,10,,450,50,943,1
SEPR P167,SEPR167,,1,.1,0,,,,952,1
SEPR-732,Stromboli,,2.5,.56,1.5,,200,,955,1
SICBM,SICBM,,7.5,1.17,11.6,,979,40,956,1
SICBM PBS,SICBM4,,.8,1.17,.5,,,,959,1
SICBM St 2,SICBM2,,3.2,1.17,3.3,,267,44,957,1
SICBM St 3,SICBM3,,2,1.17,1.5,,88,,958,1
SLV-3 Booster,Atlas.Booster,,4.5,3.05,3.2,3200,1495,140,538,1
SLV-3-1,ASLV,,9.8,1,10.8,2140,420,53,960,1
SLV-3-2,ASLV.St2,,6.4,.8,4.9,1750,200,42,961,1
SLV-3-3,ASLV.St3,,2.4,.8,1.5,440,60,46,962,1
SLV-3-4,ASLV.St4,,1.5,.66,.4,98,27,33,963,1
SLV-3C Booster,Atlas.Booster,,4.5,3.05,3.2,3200,1646,140,538,1
SLV-3D Booster,Atlas.Booster,,4.5,3.05,3.2,3200,1557,140,538,1
SM-3-II-2,SM-3-II,,2.5,.53,,,,,964,1
SM-3-II-3,SM-3-II,,1,.53,,,,,965,1
SOZ,SOZ,,0,0,0,0,0,0,,0
SPRAN-50,Daniel,,2.5,.4,.4,,,5.6,967,1
SQ-1S,DF-11,,7.4,.88,5.4,1645,93.2,,266,1
SR118,MX,TU904,8.4,2.35,53.4,4400,2225,78.8,1103,1
SR119,MX.St2,SR119,5.3,2.35,27.7,3175,1223,54,970,1
SR120,MX.St3,SR120,2.3,2.35,7.8,635,289,60.7,971,1
SR19,SR19,,4.1,1.32,7.3,1070,267,65.5,972,1
SR19AJ1,SR19,SR19,4.1,1.32,7.3,800,267,65.5,972,1
SR19AJ1-ATK,SR19,,4.1,1.32,7.3,1070,267,65.5,973,1
SR73AJ1,SR73,SR73,2.3,1.32,3.7,410,152,61,975,1
SR73AJ1-ATK,SR73,SR73,2.3,1.32,3.7,410,152,61,976,1
SRAM,SRAM,,4.3,.46,1,,,,465,1
SRM,SRB,,45.5,3.77,590,88000,11790,123,977,1
SRMU,SRMU,,34.3,3.2,350,37000,7500,137.8,978,1
SS-50,Rigel,,2,.28,.2,,,18,980,1
SS-520 St 2,S-520,,1.7,.52,.4,111,,,981,1
SS-520 St 3,SS-520-4,,.6,.45,.078,,,,982,1
ST,STA,,1,.1,0,,,,897,1
ST-735,SB-735,,4.6,.74,7.4,,250,49,984,1
ST-735 Stage 2,SB-735,,2,.74,4,,,,985,1
ST-735-SB,SB-310,,4.7,.38,.3,356,0,0,,1
STIG-A,STIG,,9.7,.39,.7,,22.5,50,986,1
STIG-B,STIG-B,,10,.51,.7,,22.5,50,987,1
Safir Stage 2,Nodong,,3,1.25,9,,18,60,482,1
Saluki B,Raven,,1,.44,.56,,195.5,6,990,1
Saluki S,Raven,,1,.44,.44,,35.6,27,991,1
Sandhawk,Sandhawk,,5.1,.33,.7,200,90,14,1081,1
Saturn S-I,Saturn,,22.5,6.53,432.7,45250,5768,115,330,8
Saturn S-IB,Saturn,,24.4,6.53,448.7,41594,8240,155,330,8
Saturn S-IC,SaturnV,,42.1,10.06,2286,135200,33500,170,299,5
Saturn S-II,SaturnII,S-II,24.8,10.06,490.8,39000,4500,270,374,5
Saturn S-IV,SaturnIV,S-IV,9.8,5.59,50.6,5217,400.2,482,826,6
Saturn S-IVB,SaturnIVB,S-IVB,18.7,6.6,120,13300,890,500,374,1
Saturn S-IVD,SaturnIV,Dummy S-IV,9.8,5.59,50.6,5217,400.2,482,826,6
Saturn S-V,Centaur,S-V,6,3.05,15.6,2000,0,0,826,2
Scud,R-11,,8,.88,6.3,1600,,,917,1
Scud B,R-11,,8.6,.88,5.6,1600,,,917,1
Scud D,Nodong,,16,1.25,15.1,2000,255,110,655,1
Seagull,,,1.5,.08,.01,1,10,2,992,1
Sejjil,Sejjil,,8,1.25,13.5,2000,560,90,993,1
Sejjil Stage 2,Sejjil,,8,1.25,5.5,2000,560,90,994,1
Seliger 1,Seliger,,3,.6,.5,,49,,995,1
Seliger 3,Seliger,,6,.6,1,,50,,996,1
Sep Motor Cover,Perekhodnik,,0,0,0,0,0,0,,0
Sergeant,Sergeant,,4.4,.79,3.2,,220,23.8,1115,1
Shahab 3,Nodong,,16,1.25,15.1,2000,255,90,655,1
Shaheen,DF-15,M-9,9.1,1,6.2,,,,267,1
Shaheen 2 St 1,DF-21,CSSNX3,9.5,1.4,20,,,65,269,1
Shaheen 3 St 2,DF-21,,4.4,1.4,4,,,,997,1
Shaheen St 2,DF-21,,4.4,1.4,4,,,,997,1
Shaviyt 1,Shaviyt,,7.5,1.35,13,1200,775,55,150,1
Short Al Hussein,R-11,,9,.88,5.9,1600,,,917,1
Shourya,K-15,,5.6,.75,5,,,,998,1
Shourya Booster,K-15,,2.2,.75,3,,,,999,1
Shrike,Sparrow,,2,.2,,,,,608,1
Sidewinder,Sidewinder,,1.8,.13,.04,18,,,607,1
Sidewinder 1A,Sidewinder,,1.9,.13,.04,18,17.7,2.1,604,1
Sidewinder 1A-15,Sidewinder,,1.9,.13,.04,18,17.7,2.1,603,1
Sidewinder 1D,Sidewinder,,1.8,.13,.044,16,12.2,4.7,610,1
Silver Sparrow,BlackSparrow,,7,.53,2.5,,,,218,1
Simorgh Stage 1,Unha,,17.8,2.4,60,,1400,,,1
Simorgh Stage 2,Unha.St2,,8.2,1.5,8,,71,,482,1
Sirocco,Sirocco,,2.8,.14,.1,20,,,1000,1
Skat,LanceMotor,,4.5,.38,.9,377,200,6,1222,1
Skua,Skua,,2.2,.13,.04,10,1.8,30,208,1
Skua 2,Skua,Skua,2.4,.13,.04,10,1.8,30,209,1
Skua 3,Skua,Skua,2.4,.13,.08,12,1.7,34,210,1
Skybolt St1,Skybolt,Skybolt,3.8,.91,2.5,,164,40.7,1001,1
Skybolt St2,Skybolt.St2,,2.4,.91,1.2,,81.8,41.3,1002,1
Smart Dispenser,SD,,1,3.35,.2,20,10.8,36,303,1
Snark Booster,Snark,,0,0,0,0,0,0,622,2
Snipe,Gosling,,2.1,.26,.2,58,16,16,1003,1
Sonda 1-1,Sonda,,1.5,.13,.03,15,27,,1005,1
Sonda 1-2,Sonda,,2.1,.11,.03,14,4.2,32,1004,1
Sonda 2A,Sonda,,4.2,.3,.3,77,36,20,881,1
Sonda 2M,Sonda,,2.2,.3,.2,69,18,20,883,1
Sonda 3-1,Sonda3,,3.3,.56,1.2,341,102,20,884,1
Soyuz-2-1V 132KS,Blok-A,,26.9,2.95,129,9300,1754,292.1,640,1
SpaceLoft XL,SpaceLoft,,4,.27,.2,,45,13.5,1006,1
Spaceship One,SS1,,5,1.5,4,3000,,,,1
Spaceship Two,SS2,,18.3,2.3,9.7,,,,,1
Sparrow,Sparrow,Mk 6 Mod 3,1.3,.2,.1,,35,1.8,3,1
Squirt St 1,Squirt,,2,1.37,1,,,1.2,873,7
Squirt St 2,Squirt,,1,1.37,1,,,1.5,243,7
Stable Super Loki,SuperLoki,,2.3,.1,.027,6,21,2.1,1009,1
Star 20,Star20,,1.5,.5,.3,26,26.5,27.5,1022,1
Star 26,Star26,,.8,.66,.3,38,33,17.8,1025,1
Star 26B,Star26,,.8,.66,.3,23,35,17.8,1026,1
Star 26C,Star26,,.8,.66,.3,29,35,16.8,1027,1
Star 27,Star27,,1.2,.69,.4,24,26.7,34.3,1028,1
Star 37B,Star37,Star 37,1.5,.94,.7,65,45,,1036,1
Star 37C,Star37,,1.5,.94,1,83,45,,1037,1
Star 37D,Star37,,1.5,.94,.7,65,45,,1038,1
Star 37E,Star37,,1.7,.94,1.1,83,68,42,1039,1
Star 37F,Star37,,1.7,.94,.9,67,55.5,42,1040,1
Star 37FM,Star37,,1.7,.94,1.1,74,45.8,66.4,1041,1
Star 37FMV,Star37,,1.7,.94,1.1,74,45.8,66.4,1041,1
Star 37N,Star37,Star 37E,1.7,.94,.6,64,45,,1043,1
Star 37S,Star37,,1.7,.94,.7,53,45,,1044,1
Star 37XE,Star37,,1.7,.94,.9,67,45,66,1045,1
Star 37XF,Star37,,1.7,.94,.9,67,45,,1046,1
Star 37XFP,Star37,,1.7,.94,1,72,38,66,1047,1
Star 48,Star48,Star 48,2,1.22,2.2,208,66.4,84.1,1048,1
Star 48B,Star48,Star 48,2,1.22,2.2,208,66.4,84.1,1050,1
Star 48B AKM,Star48,Star 48,2,1.22,2.2,116,66.4,84.1,1050,1
Star 48BV,Star48,,2,1.22,2.2,140,68.7,84.1,1052,1
Star 48V,Star48,,2,1.22,2.2,140,68.7,84.1,1052,1
Start,Start,,2.6,1,1,300,100,53,1055,1
Stonechat I,Stonechat,,4.5,.92,4.8,750,232,32.3,1057,1
Stonechat II,Stonechat,,4.5,.92,5.1,750,242,32.8,1058,1
Stratos II+,Stratos2,,7,.2,.19,100,8,23,277,1
Strela APB,UR-100NU.St3,,1.3,2.4,,,,,,1
Stromboli,Stromboli,,3,.56,.9,246,75,16,1059,1
Super Arcas,Arcas,,2,.11,.04,15,1.5,40,551,1
Super Loki,SuperLoki,,2,.1,.03,6,18,2.1,1062,1
Sword,Asp,,1.2,.166,.1,12,16,3.8,1063,1
T-40,T-40,T40,1.4,.2,.1,15,13.3,6,1065,1
T-55,T-55,T55,1.5,.15,0,12,21,1.3,1067,1
