LV_ID,LV_NAME,LV_VARIANT,LV_CLASS,LV_FAMILY_CODE,LV_ALIAS,MIN_STAGE,MAX_STAGE,LENGTH,DIAMETER,LAUNCH_MASS,LEO_CAPACITY,GTO_CAPACITY,TAKEOFF_THRUST,APOGEE,RANGE
840,Nike Deacon,1,research rocket,Nike,,1,2,7.8,.42,,0,0,265,50,
841,Nike Deacon,,research rocket,Nike,,1,2,7.8,.42,,0,0,217,100,
842,Nike Hawk,,research rocket,Nike,,1,2,9,.42,1.1,0,0,217,160,
843,Nike Hercules,,endoatmospheric rocket,Hercules,,1,2,11.9,1.06,4.9,0,0,775,45,
844,Nike Hercules 1810,,endoatmospheric rocket,Hercules,,1,2,11.9,1.06,4.9,0,0,775,45,
845,Nike Hercules R&D,,endoatmospheric rocket,Hercules,,1,2,11.9,1.06,4.9,0,0,775,45,
846,Nike Hydac,,research rocket,Nike,,1,2,9.1,.42,.9,0,0,217,150,
847,Nike Improved Orion,,research rocket,Nike,,1,2,9,.42,1.1,0,0,217,140,
848,Nike Iroquois,,research rocket,Nike,,1,2,8,.42,.7,0,0,217,290,
849,Nike J,,endoatmospheric rocket,Hercules,,1,2,11.9,1.06,4.9,0,0,775,45,
850,Nike Javelin,,research rocket,Nike,,1,2,8.2,.42,.9,0,0,217,130,
851,Nike Malemute,,research rocket,Nike,,1,2,8.6,.42,1,0,0,217,500,
852,Nike Nike,,endoatmoshpheric test/research,Nike,,1,2,11.9,.42,1.4,0,0,217,50,
853,Nike Nike Cajun,,research rocket,Nike,,1,3,8.1,.42,.7,0,0,217,120,
854,Nike Nike Deacon,,endoatmospheric research test vehicle,Nike,,1,3,9,.42,,0,0,217,10,
855,Nike Nike HPAG,,endoatmospheric research test vehicle,Nike,,1,3,9,.42,,0,0,217,10,
856,Nike Nike Recruit,,research rocket,Nike,,1,3,9,.42,,0,0,217,120,
857,Nike Nike T40,,endoatmospheric research test vehicle,Nike,,1,3,9,.42,,0,0,217,10,
858,Nike Nike T40 T55,,research rocket,Nike,,1,4,9,.42,,0,0,217,100,
859,Nike Nike Tri-Deacon T40,,endoatmospheric research test vehicle,Nike,,1,4,9,.42,,0,0,217,10,
860,Nike Orion,,research rocket,Nike,,1,2,9,.42,1.1,0,0,217,140,
861,Nike Recruit,,endoatmospheric research test vehicle,Nike,,1,2,8,.42,1.1,0,0,217,5,
862,Nike T40 T55,,endoatmospheric research test vehicle,Nike,,1,3,9,.42,,0,0,217,10,
863,Nike T48 Ajax,,endoatmospheric rocket,T48,,1,2,8,.46,1.3,0,0,190,20,
864,Nike Tomahawk,12,research rocket,Nike,,1,2,10.8,.42,1,0,0,217,270,
865,Nike Tomahawk,9,research rocket,Nike,,1,2,10.8,.42,1,0,0,217,270,
866,Nike Tomahawk,9a,research rocket,Nike,,1,2,10.8,.42,1,0,0,217,270,
867,Nike Tomahawk,,research rocket,Nike,,1,2,10.8,.42,1,0,0,217,270,
868,Nike Viper I,,research rocket,Nike,,1,2,8,.42,.6,0,0,217,80,
869,Nike X201 Ajax,,endoatmospheric rocket,Nike,,1,2,10.8,.42,1.1,0,0,217,6,
870,Nike Yardbird,,research rocket,Nike,,1,2,8.1,.42,,0,0,217,120,
871,Nike Zeus,3,missile,Spartan,,1,3,14.6,1.09,10.3,0,0,2002,280,400
872,Nike Zeus,,missile,Spartan,,1,2,14.7,1.09,10.3,0,0,2002,200,400
873,Nike Zeus A,,endoatmospheric rocket,Spartan,,1,2,13.3,.91,5,0,0,2002,50,320
874,Nike Zeus DM-15S,,missile,Spartan,,1,3,14.6,1.09,10.3,0,0,2002,280,400
875,Nike-46,,endoatmospheric rocket,Nike-46,,1,2,6,.4,.7,0,0,400,10,
876,Nike-47,,endoatmospheric rocket,Nike-46,,1,2,6,.4,.7,0,0,400,10,
877,Nike-480,,endoatmospheric rocket,Nike,,1,2,6,.42,.7,0,0,217,20,
878,Nike-481,,endoatmospheric rocket,Nike-46,,1,2,6,.42,.7,0,0,217,20,
879,Nike-482,,endoatmospheric rocket,Nike,,1,2,6,.42,.7,0,0,217,20,
880,Nike-484,,endoatmospheric rocket,Nike,,1,2,6,.42,.7,0,0,217,20,
881,Nike-490,,endoatmospheric rocket,Nike,,1,2,6,.42,.7,0,0,217,20,
882,Nudol',,missile,A-350,,1,2,19,2.6,33,0,0,,350,350
883,OPd-56-39-22D,,research rocket,Stromboli,,1,4,12.2,.56,1.8,0,0,200,280,
884,OS-X0,,tactical ballistic missile,DF-11,,1,1,8.4,.88,4.6,0,0,90,150,300
885,OTRAG,,endoatmoshpheric test/research,OTRAG,,1,1,10.3,.76,,0,0,,20,
886,Oka,,tactical ballistic missile,Oka,,1,1,7.5,.92,4.7,0,0,,80,400
887,Oriole II,,research rocket,Terrier,Terrier Oriole,1,2,11,.46,1,0,0,258,370,
888,Oriole III,,research rocket,Talos,,1,3,14,.46,1,0,0,258,370,
889,Oriole IIIA,,research rocket,Terrier,,1,3,14,.46,1,0,0,258,370,
890,Oriole IV,,research rocket,Talos,,1,4,19.8,.76,,0,0,,12,
891,Orion,,research rocket,Orion,,1,1,5.6,.35,.4,0,0,7,85,
892,Orion LAS,,missile,Orion.LAS,,1,1,11.6,1,6.1,0,0,,1,
893,Orion-1,,research rocket,IIAE.Orion,,1,1,4,.21,.1,0,0,,95,
894,Orion-2,,research rocket,IIAE.Orion,,1,1,4,.21,.1,0,0,,95,
895,PDV,,tactical ballistic missile,Prithvi,,1,1,9,1.1,4.5,0,0,,100,350
896,PDV Target,,tactical ballistic missile,Prithvi,,1,2,9,1.1,4.5,0,0,,100,350
897,PRS-1 5Ya26,,tactical ballistic missile,PRS-1,,1,1,10,2,12,0,0,,40,80
898,PRS-1M,,tactical ballistic missile,PRS-1,,1,1,10,2,12,0,0,,40,80
899,PSLV,C,orbital launch vehicle,PSLV,,0,4,44.4,2.8,294,1600,1000,5290,1000,
900,PSLV,CA,orbital launch vehicle,PSLV,,1,4,44.4,2.8,230,1300,1000,4430,1000,
901,PSLV,,orbital launch vehicle,PSLV,,0,4,44.4,2.8,294,1600,800,5290,1000,
902,PSLV-XL,,orbital launch vehicle,PSLV,,0,4,44.4,2.8,230,1800,1000,9230,1000,
903,Paekkom,,endoatmospheric rocket,Hercules,,1,2,11.9,1.06,4.9,0,0,775,45,
904,Paektusan 1,,orbital launch vehicle,Nodong,,1,3,25.8,1.25,33.4,50,0,570,2000,
905,Paiute Apache,,research rocket,Genie,,1,2,4.8,.38,.6,0,0,140,200,
906,Paiute Tomahawk,,research rocket,Genie,,1,2,5.8,.38,.6,0,0,140,350,
907,Peacekeeper,,missile,MX,,1,4,21.6,2.3,88.5,0,0,1711,1000,
908,Pedro Recruit,,endoatmoshpheric test/research,Pedro,,1,2,7.8,.71,,0,0,244,20,
909,Pegasus,,orbital launch vehicle,Pegasus,,0,3,15.5,1.28,18.5,350,0,580,4000,
910,Pegasus H,,orbital launch vehicle,Pegasus,,0,3,15.5,1.28,18.5,350,0,580,4000,
911,Pegasus XL,,orbital launch vehicle,Pegasus,,0,3,17.4,1.28,23,440,0,726,4000,
912,Pegasus XL/HAPS,,orbital launch vehicle,Pegasus,,0,4,17.4,1.28,23,350,0,726,4000,
913,Pegasus/HAPS,,orbital launch vehicle,Pegasus,,0,4,15.5,1.28,18.5,250,0,580,4000,
914,Perimetr 15A11,,missile,MR-UR-100,,1,2,21.6,2.25,71,0,0,1236,1000,
915,Perimetr-RTs,,missile,Topol,,1,3,20.5,1.8,47.1,0,0,890,1000,1050
916,Pershing 1,,missile,Pershing,,1,2,10.7,1.02,4.7,0,0,116,250,600
917,Pershing 1A,,missile,Pershing,,1,2,10.7,1.02,4.7,0,0,116,250,600
918,Pershing 2,1,missile,Pershing,,1,2,9,1.02,7.5,0,0,,100,200
919,Pershing 2,,missile,Pershing,,1,2,10.7,1.02,7.5,0,0,,250,1800
920,Petrel,,research rocket,Petrel,,0,1,3.3,.19,.2,0,0,,140,
921,Petrel 2,,research rocket,Petrel,,0,1,3.7,.19,.2,0,0,,175,
922,Pioner,,missile,Temp-2S,,1,2,16.5,1.79,37,0,0,,500,5000
923,Pioner UTTKh,,missile,Temp-2S,,1,2,16.5,1.79,37,0,0,,500,5000
924,Pioner-3,,missile,Temp-2S,,1,2,16.5,1.79,37,0,0,,500,5000
925,Pogo Hi,,endoatmospheric research test vehicle,Deacon,,1,1,4,.17,.1,0,0,36,25,
926,Pogo Hi II,,endoatmospheric research test vehicle,Deacon,,1,1,4,.17,.1,0,0,36,25,
927,Pogo Hi III,,endoatmospheric research test vehicle,Asp,,1,1,4,.17,.1,0,0,36,25,
928,Polaris A1,,missile,Polaris,,1,2,8.7,1.37,13,0,0,,500,1850
929,Polaris A2,,missile,Polaris,,1,2,9.4,1.37,14.7,0,0,,1000,4600
930,Polaris A2E,,missile,Polaris,,1,2,9.4,1.37,14.7,0,0,,1000,4600
931,Polaris A3,A3T,missile,Polaris,,1,2,9.4,1.37,16.2,0,0,,1000,4600
932,Polaris A3,,missile,Polaris,,1,2,9.4,1.37,16.2,0,0,,1000,4600
933,Polaris AX,,missile,Polaris,,1,2,7.6,1.37,10,0,0,,500,
934,Polaris FTV-1,,research rocket,Sergeant,,1,1,10.1,.79,5,0,0,,40,
935,Polaris FTV-3,,rocket test vehicle,Sergeant,,1,3,12.3,.79,3.4,0,0,220,500,
936,Polaris FTV-4,,research rocket,10KS2500,,1,1,2.9,.35,.1,0,0,11,10,
937,Polaris FTV-5,,research rocket,Sergeant,,1,2,10.1,.79,5,0,0,,40,
938,Polaris TV,,endoatmoshpheric test/research,Polaris,,1,1,8,.79,5,0,0,220,30,
939,Poseidon C3,,missile,Poseidon,,1,2,10.4,1.88,29.4,0,0,,500,4600
940,Prahaar,,tactical ballistic missile,AAD,,1,1,7.5,.42,1.3,0,0,,40,350
941,Prithvi,,tactical ballistic missile,Prithvi,,1,1,9,1.1,4.5,0,0,,100,350
942,Prithvi 2,,tactical ballistic missile,Prithvi,,1,1,9,1.1,4.5,0,0,,100,350
943,Private A,,research rocket,PrivateA,,0,1,3.4,.25,.3,0,0,98,1,
944,Private F,,research rocket,PrivateA,,0,1,3.4,.25,.3,0,0,98,1,
945,Project Pilot,1,endoatmoshpheric test/research,HOTROC,,1,5,4.4,.76,.9,0,0,125,10,
946,Project Pilot,,orbital launch vehicle,HOTROC,,0,5,4.4,.76,.9,1,0,125,5000,
947,Proson M1,,research rocket,Proson,,1,2,3.1,.2,.1,0,0,,50,
948,Prospector,,research rocket,Castor4,,1,1,14.1,1.02,12.2,0,0,430,500,
949,Proton-K,,orbital launch vehicle,Proton,,1,3,50,7.4,694,21000,0,9500,300,
950,Proton-K/17S40,DM-5,orbital launch vehicle,Proton,,1,6,57.2,7.4,691.5,5000,4350,9500,40000,
951,Proton-K/17S40,DM2,orbital launch vehicle,Proton,,1,6,57.2,7.4,691.5,5000,4350,9500,40000,
952,Proton-K/Briz-M,,orbital launch vehicle,Proton,,1,4,53,7.4,700,21000,4500,9500,40000,
953,Proton-K/D,,orbital launch vehicle,Proton,,1,6,55.4,7.4,691.5,5000,4350,9500,400000,
954,Proton-K/D-1,,orbital launch vehicle,Proton,,1,6,55.4,7.4,691.5,5000,4350,9500,400000,
955,Proton-K/D-2,,orbital launch vehicle,Proton,,1,6,55.4,7.4,691.5,5000,4350,9500,400000,
956,Proton-K/DM,,orbital launch vehicle,Proton,,1,6,57.2,7.4,691.5,5000,4350,9500,40000,
957,Proton-K/DM-2,DM1,orbital launch vehicle,Proton,,1,6,57.2,7.4,691.5,5000,4350,9500,40000,
958,Proton-K/DM-2,,orbital launch vehicle,Proton,,1,6,57.2,7.4,691.5,5000,4350,9500,40000,
959,Proton-K/DM-2M,DM-2M,orbital launch vehicle,Proton,,1,6,57.2,7.4,691.5,5000,4350,9500,40000,
960,Proton-K/DM-2M,DM3,orbital launch vehicle,Proton,,1,6,57.2,7.4,691.5,5000,4350,9500,40000,
961,Proton-K/DM-2M,DM4,orbital launch vehicle,Proton,,1,6,57.2,7.4,691.5,5000,4350,9500,40000,
962,Proton-M/Briz-M,,orbital launch vehicle,Proton,,1,4,53,7.4,712.8,21000,4500,10000,40000,
963,Proton-M/DM-2,,orbital launch vehicle,Proton,,1,6,53,7.4,712.8,21000,4500,10000,40000,
964,Proton-M/DM-3,,orbital launch vehicle,Proton,,1,6,53,7.4,712.8,21000,4500,10000,40000,
965,Qahir-1,,research rocket,V-750,,0,1,11,.65,2.3,0,0,490,27,250
966,Qahir-M2,,research rocket,V-750,,0,1,11,.65,2.3,0,0,490,27,250
967,Qiam 1,,tactical ballistic missile,R-11,,1,1,10.6,.88,6.1,0,0,90,76,800
968,Quad Deacon,,endoatmospheric research test vehicle,Deacon,,1,1,7,.15,.1,0,0,100,20,
969,R-1,,tactical ballistic missile,V-2,,1,1,14.1,1.65,13.4,0,0,267,100,
970,R-1 8A11,,tactical ballistic missile,V-2,R-1,1,1,14.1,1.65,13.4,0,0,267,100,
971,R-11,,tactical ballistic missile,R-11,,1,1,7.4,.88,4.6,0,0,80,160,150
972,R-11A,,tactical ballistic missile,R-11,,1,1,10.2,.88,4.6,0,0,80,200,
973,R-11A-MV,,tactical ballistic missile,R-11,,1,1,10,.88,5,0,0,80,200,
974,R-11FM,,tactical ballistic missile,R-11,,1,1,8.4,.88,4.6,0,0,93,160,150
975,R-11M,,tactical ballistic missile,R-11,,1,1,7.4,.88,4.6,0,0,80,160,150
976,R-12,,missile,R-12,,1,1,22.5,1.65,42,0,0,730,402,
977,R-12U,,missile,R-12,,1,1,22.5,1.65,42,0,0,730,402,
978,R-13,,tactical ballistic missile,R-13,,1,1,11.8,1.3,13.7,0,0,,150,600
979,R-14,,missile,R-14,,1,1,24.4,2.4,86.3,0,0,1480,676,400
980,R-14U,,missile,R-14,,1,1,24.4,2.4,86.4,0,0,1480,676,400
981,R-16,,missile,R-16,,1,2,34.3,3,140.6,0,0,2610,1000,110
982,R-16U,,missile,R-16,,1,2,34.3,3,140.6,0,0,2610,1000,130
983,R-17,,tactical ballistic missile,R-11,,1,1,9,.88,5.4,0,0,93,150,
984,R-17VTO,,tactical ballistic missile,R-11,,1,1,9,.88,5.4,0,0,93,150,
985,R-1A,,tactical ballistic missile,V-2,R-1,1,1,14.1,1.65,13.4,0,0,267,100,
986,R-1B,,tactical ballistic missile,V-2,R-1,1,1,17.5,1.65,13.4,0,0,267,100,
987,R-1D,,tactical ballistic missile,V-2,R-1,1,1,14.1,1.65,13.4,0,0,267,100,
988,R-1E,,tactical ballistic missile,V-2,,1,1,14.1,1.65,13.4,0,0,267,100,
989,R-1E (A-1),,tactical ballistic missile,V-2,,1,1,14.1,1.65,13.4,0,0,267,100,
990,R-1UK,,tactical ballistic missile,V-2,,1,1,14.1,1.65,13.4,0,0,267,100,
991,R-1V,,tactical ballistic missile,V-2,R-1,1,1,17.5,1.65,13.4,0,0,267,100,
992,R-2,,research rocket,V-2,,1,1,17,1.65,20.3,0,0,363,150,550
993,R-21,,missile,R-21,,1,1,13,1.3,16.6,0,0,,300,1400
994,R-2A,,research rocket,V-2,,1,1,17,1.65,20.3,0,0,363,212,
995,R-2R,,research rocket,V-2,,1,1,17,1.65,20.3,0,0,363,200,
996,R-2e,,research rocket,V-2,,1,1,17,1.65,20.3,0,0,363,200,
997,R-31,,missile,R-31,,1,3,11.4,1.54,26.9,0,0,580,500,4200
998,R-36,,missile,R-36,,1,2,34.1,3,183.9,0,0,2360,1000,1100
999,R-36 8K67,,missile,R-36,,1,2,34.1,3,183.9,0,0,2360,1000,1100
1000,R-36 8K67M,,missile,R-36,,1,2,34.6,3,185,0,0,2360,1000,1100
1001,R-36 8K67MA,,missile,R-36,,1,2,34.6,3,185,0,0,2360,1000,1100
1002,R-36 8K67P,,missile,R-36,,1,2,33.9,3,183.9,0,0,2360,1000,1100
1003,R-36 8K67PM,,missile,R-36,,1,2,33.9,3,183.9,0,0,2360,1000,1100
1004,R-36M 15A14,,missile,R-36,,1,2,33.6,3,209.6,0,0,4500,1000,150
1005,R-36M2 15A18M,,missile,R-36,,1,3,37,3,211.1,0,0,4500,1000,
1006,R-36MU 15A18,,missile,R-36,,1,3,34.3,3,211,0,0,4525,1000,110
1007,R-36O 8K69,,orbital launch vehicle,R-36,,1,2,35,3,180,0,0,2360,200,
1008,R-36O 8K69M,,orbital launch vehicle,R-36,,1,2,35,3,180,0,0,2360,200,
1009,R-5,,missile,R-5,,1,1,20.7,1.65,24.4,0,0,430,300,1200
1010,R-5 VAO,,missile,R-5,,1,1,21.2,1.65,24.4,0,0,430,500,
1011,R-5A,,missile,R-5,,1,1,20.7,1.65,24.4,0,0,430,300,
1012,R-5B,,missile,R-5,,1,1,20.7,1.65,24.4,0,0,430,300,
1013,R-5M,,missile,R-5,,1,1,20.3,1.65,24.4,0,0,430,500,
1014,R-5V,,missile,R-5,,1,1,21.2,1.65,24.4,0,0,430,500,
1015,R-7,71/III,missile,R-7,,1,2,33.5,2.95,279.1,0,0,3904,1000,
1016,R-7,,missile,R-7,,1,2,34.2,2.95,274.3,0,0,3904,1000,
1017,R-7A,,missile,R-7,,1,2,31.1,2.95,276.6,0,0,4020,1000,
1018,R-9A,,missile,R-9,,1,2,24,2.68,100,0,0,1385,1000,16000
1019,R-UNK,,missile,UNK,,1,1,22.5,1.65,42,0,0,,402,
1020,RAM A,,research rocket,Sergeant,,0,4,,.79,,0,0,,100,
1021,RAM B,,research rocket,Sergeant,,1,3,12.6,.79,6,0,0,235,100,
1022,RH-125,,endoatmospheric weather rocket <80 km,RH-125,,1,1,2.5,.12,.1,0,0,8,30,
1023,RH-200,,research rocket,RH-200,,1,2,3.6,.2,.1,0,0,17,80,
1024,RH-200SV,,research rocket,RH-200,,1,1,3,.2,.1,0,0,17,80,
1025,RH-300,,research rocket,Belier,,1,1,4.1,.31,.3,0,0,33,150,
1026,RH-300 Mk II,,research rocket,Belier,,1,1,5.9,.31,.5,0,0,39,150,
1027,RH-300B,,research rocket,Venus,,1,2,6.5,.28,.6,0,0,38,,
1028,RH-560,,research rocket,Stromboli,,1,2,8.4,.56,1.3,0,0,76,400,
1029,RH-560/300 Mk II,,research rocket,Stromboli,,1,2,9.1,.56,1.3,0,0,76,400,
1030,RH-560/LPR-3T,,research rocket,Stromboli,,1,2,10,.56,2.5,0,0,119,420,
1031,RH-560S,,research rocket,Stromboli,,1,1,5.9,.56,1.5,0,0,119,250,
1032,RH-75,,endoatmospheric weather rocket <80 km,RH-75,,1,1,1.5,.08,0,0,0,,10,
1033,RSA-3,d,missile,Jericho,,1,3,17.6,1.35,23.6,330,0,451,300,
1034,RSA-3,,missile,Jericho,,1,3,17.6,1.35,23.6,330,0,451,300,
1035,RT-1,,missile,RT-2,,1,3,18,1.84,34,0,0,890,500,2000
1036,RT-15,,missile,RT-15,,1,2,11.9,1.49,16,0,0,412,500,2500
1037,RT-2,,missile,RT-2,,1,3,21.3,1.84,46,0,0,890,1000,9500
1038,RT-20P,,missile,RT-20P,,1,2,17.5,1.8,30,0,0,600,1000,8000
1039,RT-23 15Zh44,,missile,R-39,,1,3,22.4,2.4,104.5,0,0,2060,1000,1000
1040,RT-23 15Zh52,,missile,R-39,,1,3,22.4,2.4,104.5,0,0,2060,1000,1000
1041,RT-23U 15Zh60,,missile,R-39,,1,3,22.6,2.4,104.5,0,0,2060,1000,1000
1042,RT-23U 15Zh61,,missile,R-39,,1,3,22.6,2.4,104.5,0,0,2060,1000,1000
1043,RT-2M,,missile,RT-2,,1,3,21.3,1.84,51,0,0,980,1000,1000
1044,RT-2P,,missile,RT-2,,1,3,21.3,1.84,51,0,0,980,1000,1000
1045,RTV-A-2,,endoatmoshpheric test/research,MX-774,,1,1,9.6,.76,1.3,0,0,35,50,
1046,RV-A-10,,endoatmoshpheric test/research,Sergeant,,1,1,6.2,.79,3.5,0,0,140,58,110
1047,RX-250-LPN,,endoatmoshpheric test/research,RX-250,,1,1,5.3,.25,.3,0,0,52,70,
1048,RX-320,,endoatmoshpheric test/research,RX-320,,1,1,4.7,.32,.5,0,0,,70,
1049,RX-420,,research rocket,RX-420,,1,1,6.2,.42,1,0,0,,50,
1050,Raven,,endoatmospheric weather rocket <80 km,Hopi,,1,1,3.3,.11,0,0,0,8,60,
1051,Recruit,,research rocket,Recruit,,1,1,3,.23,.3,0,0,156,10,
1052,Recruit T55,,research rocket,Recruit,,0,2,5,.23,.4,0,0,156,10,
1053,Redstone,,missile,Redstone,,1,1,20,1.78,28.4,0,0,357,95,
1054,Redstone MRLV,,missile,Redstone,,1,1,20,1.78,28.4,0,0,357,200,
1055,Regulus,,cruise missile,Regulus,,1,1,10.1,1.4,6.6,0,0,293,15,
1056,Regulus II,,cruise missile,Regulus,,1,1,20.5,1.3,10.2,0,0,,20,
1057,Rif,,missile,R-39,,1,3,16,2.4,84,0,0,2060,1000,830
1058,Rigel,,research rocket,Rigel,,1,2,6.3,.28,1,0,0,,310,
1059,Rockair,,endoatmoshpheric test/research,FFAR,,0,1,1.2,.07,0,0,0,3,50,
1060,Rockaire,,endoatmoshpheric test/research,Deacon,,0,1,2.7,.16,.1,0,0,30,40,
1061,Rocketsonde,,endoatmospheric weather rocket <80 km,Rocketsonde,,1,1,3,.11,0,0,0,1,100,
1062,Rocketsonde2,,endoatmospheric weather rocket <80 km,Rocketsonde2,,1,1,3,.11,0,0,0,1,100,
1063,Rokot,K,orbital launch vehicle,UR-100N,,1,3,29,2.5,107,1850,0,1870,1500,
1064,Rokot,,orbital launch vehicle,UR-100N,,1,3,29,2.5,107,1850,0,1870,1500,
1065,Rook,,endoatmospheric research test vehicle,Raven,,1,1,5,.44,1.2,0,0,,20,
1066,Rook IIIA,,endoatmospheric research test vehicle,Raven,,1,1,5,.44,1.2,0,0,,20,
1067,Rubezh,,missile,Topol,,1,2,20.5,1.8,47.1,0,0,890,1000,1050
1068,Rubis,,research rocket,Agate,,1,2,9.6,.8,4,0,0,186,2000,
1069,S-160,,research rocket,S-160,,1,1,4,.16,.1,0,0,,80,
1070,S-210,,research rocket,S-210,,1,1,5.2,.21,.3,0,0,,110,
1071,S-250,,endoatmoshpheric test/research,K250,,1,1,5,.25,.2,0,0,,40,
1072,S-300,,research rocket,S-300,,1,1,6,.3,.6,0,0,,160,
1073,S-310,,research rocket,S-310,,1,1,6.8,.31,.7,0,0,,190,
1074,S-520,,research rocket,S-520,,1,1,9.4,.52,2.2,0,0,143,430,
1075,S-A,,endoatmoshpheric test/research,STA,,1,1,2.8,.16,.04,0,0,,50,
1076,S-B,,endoatmoshpheric test/research,STA,,1,1,2.8,.16,.1,0,0,,75,
1077,S-C,,research rocket,STA,,1,1,2.9,.17,.1,0,0,,85,
1078,SA-II,,endoatmoshpheric test/research,STA,,1,1,,.1,0,0,0,,20,
1079,SARGE,,research rocket,STIG-B,,1,1,11,.51,1.1,0,0,24,100,
1080,SE4400,,endoatmospheric rocket,Stromboli,,1,1,8.1,.56,1.2,0,0,,60,
1081,SEGPRO,,endoatmoshpheric test/research,ISRO-TV,,1,1,,,0,0,0,,10,
1082,SICBM,,missile,SICBM,,1,4,16.2,1.17,17,0,0,979,1000,11000
1083,SLV-3,D4,orbital launch vehicle,ASLV,,1,4,23.6,1,17,42,0,503,900,
1084,SLV-3,,orbital launch vehicle,ASLV,,1,4,23.6,1,17,42,0,503,900,
1085,SM-1ER,,endoatmospheric rocket,Terrier,,1,2,8,.46,1.3,0,0,258,20,
1086,SM-1MR,,endoatmospheric rocket,Standard,,1,1,4.5,.34,.6,0,0,,20,
1087,SM-2,,endoatmospheric rocket,Terrier,,1,2,7.9,.53,1.3,0,0,,30,
1088,SM-2-IV,,endoatmospheric rocket,Mk72,,1,2,7.9,.53,1.3,0,0,,30,
1089,SM-2MR,,endoatmospheric rocket,Standard,,1,1,5,.35,1.3,0,0,,30,
1090,SM-3,,research rocket,Mk72,,1,3,7.9,.53,1.3,0,0,,100,
1091,SM-3-IB,,research rocket,Mk72,,1,3,7.9,.53,1.3,0,0,,100,
1092,SM-3-IIA,,research rocket,Mk72,,1,3,7.9,.53,1.3,0,0,,100,
1093,SM-6,,endoatmospheric rocket,Mk72,,1,2,7.9,.53,1.3,0,0,,30,
1094,SO-300-200,,research rocket,Belier,,0,1,6,.31,.5,0,0,38,300,
1095,SPARTA,,orbital launch vehicle,Redstone,,1,3,21.8,1.78,30,45,0,357,1100,
1096,SR19,,research rocket,SR19,,1,1,6,1.32,8,0,0,267,100,
1097,SR19/SR19,,missile,SR19,,0,2,15.5,1.32,15,0,0,267,300,
1098,SRALT,,missile,SR19,,0,1,12,1.32,12,0,0,267,300,
1099,SRAM,,cruise missile,SRAM,,1,1,4.3,.46,1,0,0,,10,180
1100,SS-520,4,orbital launch vehicle,S-520,,1,3,9.7,.52,2.6,0,0,,1000,
1101,SS-520,,research rocket,S-520,,1,2,9.7,.52,2.6,0,0,,1000,
1102,SSBS S01,,missile,P-10,,1,2,15.1,1.5,25,0,0,440,500,
1103,SSBS S02,,missile,P-16,,1,2,14.8,1.5,31.9,0,0,540,600,3000
1104,SSBS S112,,endoatmoshpheric test/research,P-10,,1,2,12.6,1.5,25.1,0,0,440,50,
1105,SSBS S2,,missile,P-16,,1,2,14.8,1.5,31.9,0,0,540,600,3000
1106,SSBS S3,,missile,P-16,,1,2,13.8,1.5,25.8,0,0,540,600,3500
1107,ST,,endoatmoshpheric test/research,STA,,1,1,,.1,0,0,0,,20,
1108,ST-735,1,research rocket,SB-735,,0,1,14.6,.74,7.4,0,0,,120,
1109,ST-735,,research rocket,SB-735,,1,2,14,.74,7.4,0,0,,120,
1110,STAR,,exoatmospheric weather rocket,SuperLoki,,1,1,4,.11,0,0,0,,90,
1111,STARS,,missile,Polaris,,1,3,11.5,1.37,16.7,0,0,,2500,5500
1112,STIG-A,,research rocket,STIG,,1,1,9.8,.39,.7,0,0,22,80,
1113,STIG-B,,research rocket,STIG-B,,1,1,10.4,.51,.7,0,0,22,80,
1114,Safir,,tactical ballistic missile,Nodong,,1,2,22,1.25,26,0,0,255,250,
1115,Sandhawk,,research rocket,Sandhawk,,1,1,5.1,.33,.7,0,0,80,200,
1116,Sandhawk Tomahawk,,research rocket,Sandhawk,,1,2,9,.33,1,0,0,80,550,
1117,Saphir VE231,,rocket test vehicle,Emeraude,,1,2,17.8,1.4,18,0,0,275,1000,
1118,Saturn C-1,,orbital launch vehicle,Saturn,,1,3,49.6,6.6,420,9000,0,5768,200,
1119,Saturn I,Blk2,orbital launch vehicle,Saturn,,1,2,58,6.53,508,9000,0,5768,200,
1120,Saturn I,,orbital launch vehicle,Saturn,,1,3,50.4,6.6,420,9000,0,5768,200,
1121,Saturn IB,,orbital launch vehicle,Saturn,,1,2,68.1,6.53,587.3,,,7290,250,
1122,Saturn V,2,orbital launch vehicle,SaturnV,,1,3,104.8,10.06,2822,75000,0,34030,500,
1123,Saturn V,,orbital launch vehicle,SaturnV,,1,4,110.6,10.06,2913,118000,0,34030,400000,
1124,Scanner,,research rocket,Sergeant,,0,3,,.79,,0,0,550,600,
1125,Scout A,,orbital launch vehicle,Scout,,1,4,22,1.02,17.9,121,0,400,1000,
1126,Scout A-1,,orbital launch vehicle,Scout,,1,4,22,1.02,17.9,121,0,440,1000,
1127,Scout B,2A,orbital launch vehicle,Scout,,1,4,22,1.02,17.9,143,0,400,1000,
1128,Scout B,,orbital launch vehicle,Scout,,1,4,22.4,1.02,17.9,143,0,400,1000,
1129,Scout B-1,F,orbital launch vehicle,Scout,,1,4,22,1.02,17.9,143,0,440,1000,
1130,Scout B-1,,orbital launch vehicle,Scout,,1,4,22,1.02,17.5,143,0,440,1000,
1131,Scout D-1,F,orbital launch vehicle,ScoutD,,1,4,25,1.14,21.3,183,0,464,1000,
