SITE_ID,SITE_NAME,SITE_CODE,SITE_TYPE,STATE_ORG_CODE,START_DATE,STOP_DATE,SITE_SHORT_NAME,SITE_FULL_NAME,SITE_LOCATION,LONGITUDE,LATITUDE,DEGREES_UNCERTAINTY
426,FC,LC4AW,launch point,,1956-01-01 00:00:00,1998-01-01 00:00:00,FC    LC4AW,"Arcas West Launcher, Pad 4A, Churchill Research Range, Canada",,-93.8221,58.7339,.0001
427,FC,LC7,launch point,,1968-08-01 00:00:00,1998-01-01 00:00:00,FC    LC7,"Auroral Launcher, Pad 7, Churchill Research Range, Canada",,-93.815,58.7327,.0001
428,FC,,launch site,CA,1956-01-01 00:00:00,1998-01-01 00:00:00,FC    -,"Churchill Research Range, Fort Churchill, Manitoba, Canada",,-93.8203,58.7343,.001
429,FEC,KT-406,launch point,,1970-09-21 00:00:00,1970-09-21 00:00:00,FEC   KT-406,"KT No. 406, Luna-16 Site, Mare Fecunditatis, Langrenus A2",Luna,56.3,-.68,.01
430,FEC,,launch site,LUNA,1970-09-21 00:00:00,1970-09-21 00:00:00,FEC   KT-406,"KT No. 406, Luna-16 Site, Mare Fecunditatis, Langrenus A2",Luna,56.3,-.68,.01
431,FMR,LM8-DS,launch point,,1971-02-06 00:00:00,1971-02-06 00:00:00,FMR   LM8-DS,"LM 8 Descent Stage, Fra Mauro Base, Fra Mauro, Montes Riphaeus B1",Luna,-19.27,-3.67,.01
432,FMR,,launch site,LUNA,1971-02-06 00:00:00,1971-02-06 00:00:00,FMR   LM8-DS,"LM 8 Descent Stage, Fra Mauro Base, Fra Mauro, Montes Riphaeus B1",Luna,-19.27,-3.67,.01
433,FTB,MCG,launch point,,1959-01-01 00:00:00,,FTB   MCG,"McGregor Range, Fort Bliss, New Mexico (White Sands)",,-106.1524,32.0736,.01
434,FTB,ORO,launch point,,1960-01-01 00:00:00,1962-01-01 00:00:00,WS    ORO,"Orogrande Range Camp, White Sands, NM",,-106.1486,32.404,.001
435,FTB,,launch site,US,1945-01-01 00:00:00,1970-01-01 00:00:00,FTB   -,"Hueco Range, Fort Bliss, Texas",,-106.65,31.8,.1
436,FW,LC96,launch point,,1997-11-17 00:00:00,,FW    LC96,"Launch Complex 96, Fort Wingate, New Mexico",,-108.5995,35.4487,.0001
437,FW,,launch site,US,1958-01-01 00:00:00,,FW    -,"Fort Wingate Depot Activity, New Mexico",,-108.6,35.45,.005
438,FWAK,J1,launch point,,1959-01-01 00:00:00,1971-01-01 00:00:00,FWAK Site Jig 1,"Site Jig LS1, Nike Battery D, Ft Wainwright, Alaska","Fairbanks, Alaska",-146.964,64.5259,.0001
439,FWAK,J2,launch point,,1959-01-01 00:00:00,1971-01-01 00:00:00,FWAK Site Jig 2,"Site Jig LS2, Nike Battery D, Ft Wainwright, Alaska","Fairbanks, Alaska",-146.9615,64.5256,.0001
440,FWAK,L1,launch point,,1959-01-01 00:00:00,1971-01-01 00:00:00,FWAK Site Love 1,"Site Love LS1, Nike Battery E, Ft Wainwright, Alaska","Fairbanks, Alaska",-147.8815,64.9834,.0001
441,FWAK,L2,launch point,,1959-01-01 00:00:00,1971-01-01 00:00:00,FWAK Site Love 2,"Site Love LS1, Nike Battery E, Ft Wainwright, Alaska","Fairbanks, Alaska",-147.8841,64.9834,.0001
442,FWAK,M,launch point,,1959-01-01 00:00:00,1971-01-01 00:00:00,FWAK Site Mike,"Site Mike, Nike Battery C, Ft Wainwright, Alaska","Fairbanks, Alaska",-146.7281,64.5864,.0001
443,FWAK,P,launch point,,1959-01-01 00:00:00,1971-01-01 00:00:00,FWAK Site Peter 1,"Site Peter LS1, Nike Battery B, Ft Wainwright, Alaska","Fairbanks, Alaska",-146.7494,64.6734,.0001
444,FWAK,P2,launch point,,1959-01-01 00:00:00,1971-01-01 00:00:00,FWAK Site Peter 2,"Site Peter LS2, Nike Battery B, Ft Wainwright, Alaska","Fairbanks, Alaska",-146.7477,64.6726,.0001
445,FWAK,T1,launch point,,1959-01-01 00:00:00,1971-01-01 00:00:00,FWAK Site Tare 1,"Site Tare LS1, Nike Battery A, Ft Wainwright, Alaska","Fairbanks, Alaska",-147.2141,64.7567,.0001
446,FWAK,T2,launch point,,1959-01-01 00:00:00,1971-01-01 00:00:00,FWAK Site Tare 2,"Site Tare LS2, Nike Battery A, Ft Wainwright, Alaska","Fairbanks, Alaska",-147.2166,64.7567,.0001
447,FWAK,,launch site,US,1959-01-01 00:00:00,1971-01-01 00:00:00,Ft Wainwright,"Ft Wainwright, Alaska",,-147.633,64.83,.02
448,FXM,RAG,launch point,,1971-03-15 00:00:00,1971-03-22 00:00:00,FXM   -,Thiokol RAG launcher at FOX-MAIN DEW,,-81.2,68.7,.2
449,FXM,,launch site,CA,1971-03-15 00:00:00,1971-03-22 00:00:00,FXM   -,"FOX-MAIN DEW site, Hall Beach, Nunavut, Canada",,-81.224,68.757,.002
450,GAN,,launch site,MV,,,GANI  -,"Gan Island, Addu Atoll, Maldives, Indian Ocean",,73.15,-.6833,.01
451,GANC,RW03/21,launch point,,1997-04-01 00:00:00,1997-04-01 00:00:00,GAN   RW03/21,"RW03/21L and RW03/21R, Base Aerea de Gando, Gran Canaria",,-15.32,27.92,.02
452,GANC,,launch site,ESCN,1997-04-01 00:00:00,1997-04-01 00:00:00,GAN   -,"Base Aerea de Gando, Gran Canaria",,-15.32,27.92,.02
453,GF,,launch site,US,,,GF    -,Grand Forks AFB,,-97.4,47.96,.05
454,GIK-1,LC131/1,launch point,,1967-01-01 00:00:00,,GIK-1 LC131,"Ploshchadka 131, GIK-1, Plesetsk, Rossiya",,40.8,62.9,.2
455,GIK-1,LC132,launch point,,1967-01-01 00:00:00,,GIK-1 LC132,"Ploshchadka 132 PU No 1 or 2, GIK-1, Plesetsk, Rossiya",,40.887,62.893,.1
456,GIK-1,LC132/1,launch point,,1967-01-01 00:00:00,,GIK-1 LC132/1,"Ploshchadka 132/1, GIK-1, Plesetsk, Rossiya",,40.887,62.893,.1
457,GIK-1,LC132/2,launch point,,1967-01-01 00:00:00,,GIK-1 LC132/2,"Ploshchadka 132/1, GIK-1, Plesetsk, Rossiya",,40.888,62.893,.1
458,GIK-1,LC133,launch point,,1967-01-01 00:00:00,,GIK-1 LC133,"PL 133 PU No. 1 or 3, GIK-1",,40.867,62.895,.1
459,GIK-1,LC133/1,launch point,,1967-01-01 00:00:00,,GIK-1 LC133/1,"Ploshchadka 133/1, GIK-1, Plesetsk, Rossiya",,40.867,62.895,.1
460,GIK-1,LC133/3,launch point,,1967-01-01 00:00:00,,GIK-1 LC133/3,"Ploshchadka 133/3, GIK-1, Plesetsk, Rossiya",,40.868,62.895,.1
461,GIK-1,LC157,launch point,,1967-01-01 00:00:00,,NIIP-53 LC157,"LC157, 53 NIIP, Plesetsk",,40.8,62.9,.2
462,GIK-1,LC16/2,launch point,,1960-01-01 00:00:00,,GIK-1 LC16/2,"Ploshchadka 16/2, GIK-1, Plesetsk, Rossiya",,40.68,62.95,.05
463,GIK-1,LC161/1,launch point,,1967-01-01 00:00:00,,NIIP-53 LC161,"LC161 PU No. 1, 53 NIIP, Plesetsk",,40.8,62.9,.2
464,GIK-1,LC161/ShPU-2,launch point,,1967-01-01 00:00:00,,NIIP-53 LC161,"LC161 ShPU No. 2, 53 NIIP, Plesetsk",,40.8,62.9,.2
465,GIK-1,LC163,launch point,,1967-01-01 00:00:00,,NIIP-53 LC163,"LC163 , 53 NIIP, Plesetsk",,40.8,62.9,.2
466,GIK-1,LC163/ShPU-2,launch point,,1967-01-01 00:00:00,,NIIP-53 LC163,"LC163 ShPU No. 2, 53 NIIP, Plesetsk",,40.8,62.9,.2
467,GIK-1,LC167,launch point,,1967-01-01 00:00:00,,NIIP-53 LC167,"LC167, 53 NIIP, Plesetsk",,40.8,62.9,.2
468,GIK-1,LC31/ShPu-12,launch point,,1967-01-01 00:00:00,,GIK-1 LC31/12,"Ploshchadka 32/ShPu-12, GIK-1, Plesetsk, Rossiya",,40.8,62.9,.5
469,GIK-1,LC32/1,launch point,,1977-01-01 00:00:00,,GIK-1 LC32/1,"Ploshchadka 32/1, GIK-1, Plesetsk, Rossiya",,40.8,62.915,.08
470,GIK-1,LC32/2,launch point,,1977-01-01 00:00:00,,GIK-1 LC32/2,"Ploshchadka 32/2, GIK-1, Plesetsk, Rossiya",,40.801,62.915,.08
471,GIK-1,LC35,launch point,,2014-01-01 00:00:00,,GIK-1 LC35,"Ploshchadka 35, GIK-1, Plesetsk, Rossiya",,40.58,62.92,.01
472,GIK-1,LC35/1,launch point,,2014-01-01 00:00:00,,GIK-1 LC35,"Ploshchadka 35, GIK-1, Plesetsk, Rossiya",,40.58,62.92,.01
473,GIK-1,LC41/1,launch point,,1960-01-01 00:00:00,,GIK-1 LC41/1,"Ploshchadka 41/1, GIK-1, Plesetsk, Rossiya",,40.513,62.93,.05
474,GIK-1,LC43/3,launch point,,1960-01-01 00:00:00,,GIK-1 LC43/3,"Ploshchadka 43/3, GIK-1, Plesetsk, Rossiya",,40.45,62.93,.02
475,GIK-1,LC43/4,launch point,,1960-01-01 00:00:00,,GIK-1 LC43/4,"Ploshchadka 43/4 'Sankt-Peterburg', GIK-1, Plesetsk, Rossiya",,40.47,62.93,.02
476,GIK-1,PU11,launch point,,1960-01-01 00:00:00,,GIK-1 PU11,"PU 11, NIIP-53, Plesetsk, Rossiya",,40.5,62.9,.1
477,GIK-1,,launch site,RU,1994-11-01 00:00:00,,GIK-1 -,1-y Gosudarstvenniy Ispitatelniy Kosmodrom MO RF,"Plesetsk, Rossiya",40.5,62.9,.02
478,GIK-2,LC5,launch point,,1990-01-01 00:00:00,,GIK-2 LC5,"Ploshchadka 5, GIK-2, Svobodniy",,128,51.7,.5
479,GIK-2,,launch site,RU,1990-01-01 00:00:00,2016-01-01 00:00:00,GIK-2 -,"GIK-2, Svobodniy, Amurskaya Oblast', Rossiya",,128,51.7,.5
480,GIK-5,LC1,launch point,,1957-01-01 00:00:00,,GIK-5 LC1,"Ploshchadka 1 PU 17P32-5, GIK-5, Baykonur, Kazakstan",,63.35,45.912,.015
481,GIK-5,LC1/LC31,launch point,,1957-01-01 00:00:00,,GIK-5 LC1/LC31,"Ploshchadka 1 or 31, PU 5 or 6, GIK-5, Baykonur, Kazakstan",,63.35,45.912,.1
482,GIK-5,LC101,launch point,,1986-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC101,"Ploshchadka 101, GIK-5, Baykonur, Kazakstan",,63,46,.2
483,GIK-5,LC101/93,launch point,,1986-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC101,"Ploshchadka 101, GIK-5, Baykonur, Kazakstan",,63,46,.2
484,GIK-5,LC102,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC102,"Ploshchadka 102, GIK-5, Baykonur, Kazakstan",,63,46,.2
485,GIK-5,LC102/32,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC102,"Ploshchadka 102, GIK-5, Baykonur, Kazakstan",,63,46,.2
486,GIK-5,LC103,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC103,"Ploshchadka 103, GIK-5, Baykonur, Kazakstan",,63,46,.2
487,GIK-5,LC103/94,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC103,"Ploshchadka 103, GIK-5, Baykonur, Kazakstan",,63,46,.2
488,GIK-5,LC104,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC104,"Ploshchadka 104, GIK-5, Baykonur, Kazakstan",,63,46,.2
489,GIK-5,LC104/92,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC104,"Ploshchadka 104, GIK-5, Baykonur, Kazakstan",,63,46,.2
490,GIK-5,LC105,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC105,"Ploshchadka 105, GIK-5, Baykonur, Kazakstan",,63,46,.2
491,GIK-5,LC105/99,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC105,"Ploshchadka 105, GIK-5, Baykonur, Kazakstan",,63,46,.2
492,GIK-5,LC106,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC106,"Ploshchadka 106, GIK-5, Baykonur, Kazakstan",,63.441,45.944,.02
493,GIK-5,LC106/100,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC106,"Ploshchadka 106, GIK-5, Baykonur, Kazakstan",,63.441,45.944,.02
494,GIK-5,LC107,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC107,"Ploshchadka 107, GIK-5, Baykonur, Kazakstan",,63.81,46.046,.02
495,GIK-5,LC108,launch point,,1965-01-01 00:00:00,,GIK-5 LC108,"Ploshchadka 108, GIK-5, Baykonur, Kazakstan",,63.815,46.046,.02
496,GIK-5,LC109,launch point,,1965-01-01 00:00:00,,GIK-5 LC109,"Ploshchadka 109, GIK-5, Baykonur, Kazakstan",,63.442,45.944,.02
497,GIK-5,LC109/95,launch point,,1965-01-01 00:00:00,,GIK-5 LC109/95,"PU95, Ploshchadka 109, GIK-5, Baykonur, Kazakstan",,63.442,45.944,.02
498,GIK-5,LC110L,launch point,,1969-01-01 00:00:00,,GIK-5 LC110L,"Ploshchadka 110/37, GIK-5, Baykonur, Kazakstan",,63.309,45.955,.015
499,GIK-5,LC110R,launch point,,1969-01-01 00:00:00,,GIK-5 LC110R,"Ploshchadka 110/38, GIK-5, Baykonur, Kazakstan",,63.314,45.95,.015
500,GIK-5,LC130,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC130,"Ploshchadka 130, GIK-5, Baykonur, Kazakstan",,63,46,.2
501,GIK-5,LC130/26,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC130,"Ploshchadka 130, GIK-5, Baykonur, Kazakstan",,63,46,.2
502,GIK-5,LC130/27,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC130,"Ploshchadka 130, GIK-5, Baykonur, Kazakstan",,63,46,.2
503,GIK-5,LC131,launch point,,1965-01-01 00:00:00,,GIK-5 LC131,"Ploshchadka 131, GIK-5, Baykonur, Kazakstan",,62.968,46.069,.2
504,GIK-5,LC131/28,launch point,,1965-01-01 00:00:00,,GIK-5 LC131,"Ploshchadka 131, GIK-5, Baykonur, Kazakstan",,62.968,46.069,.2
505,GIK-5,LC131/29,launch point,,1965-01-01 00:00:00,,GIK-5 LC131,"Ploshchadka 131, GIK-5, Baykonur, Kazakstan",,62.968,46.069,.2
506,GIK-5,LC131N/57,launch point,,1965-01-01 00:00:00,,GIK-5 LC131,"Ploshchadka 131, GIK-5, Baykonur, Kazakstan",,62.968,46.069,.2
507,GIK-5,LC132,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC132,"Ploshchadka 132, GIK-5, Baykonur, Kazakstan",,63,46,.2
508,GIK-5,LC132/30,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC132,"ShPU-30,Ploshchadka 132, GIK-5, Baykonur, Kazakstan",,63,46,.2
509,GIK-5,LC133,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC133,"Ploshchadka 133, GIK-5, Baykonur, Kazakstan",,63,46,.2
510,GIK-5,LC140/18,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC140/18,"PU18, Ploshchadka 140, GIK-5, Baykonur, Kazakstan",,63,46,.2
511,GIK-5,LC140/33,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC140/18,"PU33, Ploshchadka 140, GIK-5, Baykonur, Kazakstan",,63,46,.2
512,GIK-5,LC140/96,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC140/96,"PU96, Ploshchadka 140, GIK-5, Baykonur, Kazakstan",,63,46,.2
513,GIK-5,LC141,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC141,"Ploshchadka 141, GIK-5, Baykonur, Kazakstan",,63,46,.2
514,GIK-5,LC141/31,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC141,"Ploshchadka 141, GIK-5, Baykonur, Kazakstan",,63,46,.2
515,GIK-5,LC142/34,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC142/34,"Ploshchadka 142, GIK-5, Baykonur, Kazakstan (Also PL142-1a)",,63,46,.2
516,GIK-5,LC145/75,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC145/75,"Ploshchadka 145, GIK-5, Baykonur, Kazakstan",,63,46,.2
517,GIK-5,LC160,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC160,"Ploshchadka 160, GIK-5, Baykonur, Kazakstan",,62.946,46.073,.015
518,GIK-5,LC161/35,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC161/35,"Ploshchadka 161, GIK-5, Baykonur, Kazakstan (Also PL142-16)",,63.077,46.038,.03
519,GIK-5,LC162/36,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC162/36,"Ploshchadka 162, GIK-5, Baykonur, Kazakstan (Also PL142-1v)",,63.079,46.038,.03
520,GIK-5,LC163,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC163,"Ploshchadka 163, GIK-5, Baykonur, Kazakstan",,63.172,46.002,.015
521,GIK-5,LC164,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC164,"Ploshchadka 164, GIK-5, Baykonur, Kazakstan",,63.014,45.957,.03
522,GIK-5,LC165,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC165,"Ploshchadka 165, GIK-5, Baykonur, Kazakstan",,62.912,45.993,.03
523,GIK-5,LC170,launch point,,1965-01-01 00:00:00,,GIK-5 LC170,"Ploshchadka 170, GIK-5, Baykonur, Kazakstan",,63,46,.2
524,GIK-5,LC170/43,launch point,,1965-01-01 00:00:00,,GIK-5 LC170,"Ploshchadka 170, GIK-5, Baykonur, Kazakstan",,63,46,.2
525,GIK-5,LC171,launch point,,1965-01-01 00:00:00,,GIK-5 LC171,"Ploshchadka 171, GIK-5, Baykonur, Kazakstan",,63,46,.2
526,GIK-5,LC171/48,launch point,,1965-01-01 00:00:00,,GIK-5 LC171,"Ploshchadka 171, GIK-5, Baykonur, Kazakstan",,63,46,.2
527,GIK-5,LC172,launch point,,1965-01-01 00:00:00,,GIK-5 LC172,"Ploshchadka 172, GIK-5, Baykonur, Kazakstan",,63.092,46.065,.015
528,GIK-5,LC172/49,launch point,,1965-01-01 00:00:00,,GIK-5 LC172,"Ploshchadka 172, GIK-5, Baykonur, Kazakstan",,63.092,46.065,.015
529,GIK-5,LC173,launch point,,1965-01-01 00:00:00,,GIK-5 LC173,"Ploshchadka 173, GIK-5, Baykonur, Kazakstan",,63,46,.2
530,GIK-5,LC173/50,launch point,,1965-01-01 00:00:00,,GIK-5 LC173,"Ploshchadka 173, GIK-5, Baykonur, Kazakstan",,63,46,.2
531,GIK-5,LC174,launch point,,1965-01-01 00:00:00,,GIK-5 LC174,"Ploshchadka 174, GIK-5, Baykonur, Kazakstan",,63,46,.2
532,GIK-5,LC174/44,launch point,,1965-01-01 00:00:00,,GIK-5 LC174,"Ploshchadka 174, GIK-5, Baykonur, Kazakstan",,63,46,.2
533,GIK-5,LC175,launch point,,1965-01-01 00:00:00,,GIK-5 LC175,"Ploshchadka 175, GIK-5, Baykonur, Kazakstan",,62.98,46.045,.015
534,GIK-5,LC175/1/58,launch point,,1965-01-01 00:00:00,,GIK-5 LC175/2,"PU58 (1?)Ploshchadka 175, GIK-5, Baykonur, Kazakstan",,62.98,46.045,.015
535,GIK-5,LC175/2/59,launch point,,1965-01-01 00:00:00,,GIK-5 LC175/59,"PU59 (2?), Ploshchadka 175, GIK-5, Baykonur, Kazakstan",,62.98,46.045,.015
536,GIK-5,LC175/45,launch point,,1965-01-01 00:00:00,,GIK-5 LC175/2,"PU45, Ploshchadka 175, GIK-5, Baykonur, Kazakstan",,62.98,46.045,.015
537,GIK-5,LC175/58,launch point,,1965-01-01 00:00:00,,GIK-5 LC175/2,"PU58 (1?)Ploshchadka 175, GIK-5, Baykonur, Kazakstan",,62.98,46.045,.015
538,GIK-5,LC175/59,launch point,,1965-01-01 00:00:00,,GIK-5 LC175/59,"PU59 (2?), Ploshchadka 175, GIK-5, Baykonur, Kazakstan",,62.98,46.045,.015
539,GIK-5,LC176,launch point,,1965-01-01 00:00:00,,GIK-5 LC176,"Ploshchadka 176, GIK-5, Baykonur, Kazakstan",,63,46,.2
540,GIK-5,LC176/46,launch point,,1965-01-01 00:00:00,,GIK-5 LC176,"Ploshchadka 176, GIK-5, Baykonur, Kazakstan",,63,46,.2
541,GIK-5,LC177,launch point,,1965-01-01 00:00:00,,GIK-5 LC177,"Ploshchadka 177, GIK-5, Baykonur, Kazakstan",,63,46,.2
542,GIK-5,LC177/47,launch point,,1965-01-01 00:00:00,,GIK-5 LC177,"Ploshchadka 177, GIK-5, Baykonur, Kazakstan",,63,46,.2
543,GIK-5,LC179,launch point,,1965-01-01 00:00:00,,GIK-5 LC179,"Ploshchadka 179, GIK-5, Baykonur, Kazakstan",,63,46,.2
544,GIK-5,LC179/42,launch point,,1965-01-01 00:00:00,,GIK-5 LC179,"Ploshchadka 179, GIK-5, Baykonur, Kazakstan",,63,46,.2
545,GIK-5,LC181,launch point,,1965-01-01 00:00:00,,GIK-5 LC181,"Ploshchadka 181, GIK-5, Baykonur, Kazakstan",,63,46,.2
546,GIK-5,LC181/52,launch point,,1965-01-01 00:00:00,,GIK-5 LC181,"Ploshchadka 181, GIK-5, Baykonur, Kazakstan",,63,46,.2
547,GIK-5,LC191/66,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC191/66,"Ploshchadka 191, GIK-5, Baykonur, Kazakstan",,63.223,45.967,.015
548,GIK-5,LC192,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC192,"Ploshchadka 192, GIK-5, Baykonur, Kazakstan",,63.306,46.023,.015
549,GIK-5,LC193,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC193,"Ploshchadka 193, GIK-5, Baykonur, Kazakstan",,63.382,45.946,.015
550,GIK-5,LC194,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC194,"Ploshchadka 194, GIK-5, Baykonur, Kazakstan",,63.301,45.854,.015
551,GIK-5,LC195,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC195,"Ploshchadka 195, GIK-5, Baykonur, Kazakstan",,63.235,45.792,.025
552,GIK-5,LC196,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC196,"Ploshchadka 196, GIK-5, Baykonur, Kazakstan",,63.129,45.81,.025
553,GIK-5,LC200/39,launch point,,1965-01-01 00:00:00,,GIK-5 LC200/39,"PU39, Ploshchadka 200L, GIK-5, Baykonur, Kazakstan",,63.037,46.035,.015
554,GIK-5,LC200/40,launch point,,1965-01-01 00:00:00,,GIK-5 LC200/40,"PU40, Ploshchadka 200P, GIK-5, Baykonur, Kazakstan",,63.044,46.031,.015
555,GIK-5,LC241,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC241,"Ploshchadka 241, GIK-5, Baykonur, Kazakstan",,63.452,45.849,.03
556,GIK-5,LC242,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC242,"Ploshchadka 242, GIK-5, Baykonur, Kazakstan",,63.452,45.932,.03
557,GIK-5,LC243,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC243,"Ploshchadka 243, GIK-5, Baykonur, Kazakstan",,63.692,45.842,.03
558,GIK-5,LC244,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC244,"Ploshchadka 244, GIK-5, Baykonur, Kazakstan",,63.612,45.826,.03
559,GIK-5,LC245,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC245,"Ploshchadka 245, GIK-5, Baykonur, Kazakstan",,63.506,45.813,.02
560,GIK-5,LC246,launch point,,1965-01-01 00:00:00,1980-01-01 00:00:00,GIK-5 LC246,"Ploshchadka 246, GIK-5, Baykonur, Kazakstan",,63.414,45.752,.02
561,GIK-5,LC250,launch point,,1987-01-01 00:00:00,,GIK-5 LC250,"Ploshchadka 250, GIK-5, Baykonur, Kazakstan",,63.309,45.995,.015
562,GIK-5,LC31,launch point,,1957-01-01 00:00:00,,GIK-5 LC31,"Ploshchadka 31 PU 17P32-6, GIK-5, Baykonur, Kazakstan",,63.556,45.982,.015
563,GIK-5,LC41,launch point,,1964-01-01 00:00:00,1968-01-01 00:00:00,GIK-5 LC41,"Ploshchadka 41, GIK-5, Baykonur, Kazakstan",,63.642,45.958,.02
564,GIK-5,LC41/15,launch point,,1964-01-01 00:00:00,1968-01-01 00:00:00,GIK-5 LC41/15,"PU15, Ploshchadka 41, GIK-5, Baykonur, Kazakstan",,63.643,45.955,.02
565,GIK-5,LC41/3,launch point,,1964-01-01 00:00:00,1968-01-01 00:00:00,GIK-5 LC41/3,"PU3, Ploshchadka 41L, GIK-5, Baykonur, Kazakstan",,63.642,45.958,.02
566,GIK-5,LC41/4,launch point,,1964-01-01 00:00:00,1968-01-01 00:00:00,GIK-5 LC41/4,"PU4, Ploshchadka 41P, GIK-5, Baykonur, Kazakstan",,63.643,45.958,.02
567,GIK-5,LC45/1,launch point,,1977-01-01 00:00:00,,GIK-5 LC45/1,"PU1, Ploshchadka 45L, GIK-5, Baykonur, Kazakstan",,63.622,45.926,.02
568,GIK-5,LC45/2,launch point,,1977-01-01 00:00:00,,GIK-5 LC45/2,"PU2, Ploshchadka 45P, GIK-5, Baykonur, Kazakstan",,63.627,45.93,.02
569,GIK-5,LC51,launch point,,1961-01-01 00:00:00,1962-01-01 00:00:00,GIK-5 LC51,"Ploshchadka 51, GIK-5, Baykonur, Kazakstan",,63.347,45.916,.015
570,GIK-5,LC60/6,launch point,,1962-01-01 00:00:00,1966-01-01 00:00:00,GIK-5 LC60/6,"PU6, Ploshchadka 60, GIK-5, Baykonur, Kazakstan",,63.88,46.002,.02
571,GIK-5,LC60/7,launch point,,1962-01-01 00:00:00,1966-01-01 00:00:00,GIK-5 LC60/7,"PU7, Ploshchadka 60, GIK-5, Baykonur, Kazakstan",,63.88,46.002,.02
572,GIK-5,LC60/8,launch point,,1962-01-01 00:00:00,1966-01-01 00:00:00,GIK-5 LC60/8,"PU8, Ploshchadka 60, GIK-5, Baykonur, Kazakstan",,63.88,46.002,.02
573,GIK-5,LC67/21,launch point,,1965-01-01 00:00:00,1968-01-01 00:00:00,GIK-5 LC67/21,"PU 21, Ploshchadka 67L, GIK-5, Baykonur, Kazakstan",,63.683,45.972,.02
574,GIK-5,LC67/22,launch point,,1965-01-01 00:00:00,1968-01-01 00:00:00,GIK-5 LC67/22,"PU 22, Ploshchadka 67P, GIK-5, Baykonur, Kazakstan",,63.683,45.972,.02
575,GIK-5,LC69L,launch point,,1965-01-01 00:00:00,1968-01-01 00:00:00,GIK-5 LC69L,"Ploshchadka 69L, GIK-5, Baykonur, Kazakstan",,63,46,.2
576,GIK-5,LC69P,launch point,,1965-01-01 00:00:00,1968-01-01 00:00:00,GIK-5 LC69P,"Ploshchadka 69P, GIK-5, Baykonur, Kazakstan",,63,46,.2
