ENGINE_ID,PROPELLENT_ID,OXIDIZER_OR_FUEL
1127,32,fuel
1128,32,fuel
1129,100,fuel
1130,100,fuel
1131,100,fuel
1132,100,fuel
1133,100,fuel
1134,24,fuel
1135,100,fuel
1136,100,fuel
1137,100,fuel
1138,71,oxidizer
1138,122,fuel
1139,100,fuel
1140,100,fuel
1141,100,fuel
1142,100,fuel
1143,100,fuel
1144,100,fuel
1145,69,fuel
1145,71,oxidizer
1146,72,oxidizer
1146,122,fuel
1147,100,fuel
1148,100,fuel
1149,9,fuel
1149,72,oxidizer
1150,71,oxidizer
1150,122,fuel
1151,71,oxidizer
1151,122,fuel
1152,93,fuel
1153,100,fuel
1154,100,fuel
1155,100,fuel
1156,100,fuel
1157,19,fuel
1157,130,oxidizer
1158,72,oxidizer
1158,121,fuel
1159,121,fuel
1159,130,oxidizer
1160,52,fuel
1160,72,oxidizer
1161,72,oxidizer
1161,121,fuel
1162,72,oxidizer
1162,121,fuel
1163,71,oxidizer
1163,122,fuel
1164,71,oxidizer
1164,122,fuel
1165,71,oxidizer
1165,122,fuel
1166,71,oxidizer
1166,122,fuel
1167,71,oxidizer
1167,122,fuel
1168,71,oxidizer
1168,122,fuel
1169,71,oxidizer
1169,123,fuel
1170,71,oxidizer
1170,122,fuel
1171,71,oxidizer
1171,123,fuel
1172,71,oxidizer
1172,123,fuel
1173,100,fuel
1174,100,fuel
1175,71,oxidizer
1175,122,fuel
1176,57,fuel
1176,58,oxidizer
1177,57,fuel
1177,58,oxidizer
1178,8,fuel
1178,12,fuel
1178,97,oxidizer
1179,72,oxidizer
1179,129,fuel
1180,114,fuel
1181,100,fuel
1182,100,fuel
1183,100,fuel
1184,100,fuel
1185,100,fuel
1186,100,fuel
1187,100,fuel
1188,100,fuel
1189,100,fuel
1190,100,fuel
1191,1,fuel
1191,104,fuel
1192,100,fuel
1193,100,fuel
1194,100,fuel
1195,100,fuel
1196,100,fuel
1197,100,fuel
1198,100,fuel
1199,100,fuel
1200,100,fuel
1201,1,fuel
1201,104,fuel
1202,100,fuel
1203,100,fuel
1204,46,fuel
1204,58,oxidizer
1205,8,fuel
1205,12,fuel
1205,97,oxidizer
1206,8,fuel
1206,12,fuel
1206,97,oxidizer
1207,11,fuel
1207,58,oxidizer
1208,8,fuel
1208,58,oxidizer
1209,8,fuel
1209,58,oxidizer
1210,58,oxidizer
1210,80,fuel
1211,11,fuel
1211,58,oxidizer
1212,91,fuel
1213,111,fuel
1214,100,fuel
1215,82,fuel
1216,82,fuel
1217,82,fuel
1218,82,fuel
1219,82,fuel
1220,82,fuel
1221,100,fuel
1222,100,fuel
1223,100,fuel
1224,100,fuel
1225,46,fuel
1225,58,oxidizer
1226,8,fuel
1226,58,oxidizer
1227,77,oxidizer
1227,122,fuel
1228,46,fuel
1228,58,oxidizer
1229,46,fuel
1229,58,oxidizer
1230,71,oxidizer
1230,122,fuel
1231,71,oxidizer
1231,122,fuel
1232,71,oxidizer
1232,122,fuel
1233,71,oxidizer
1233,122,fuel
1234,71,oxidizer
1234,122,fuel
1235,71,oxidizer
1235,122,fuel
1236,71,oxidizer
1236,122,fuel
1237,71,oxidizer
1237,122,fuel
1238,71,oxidizer
1238,122,fuel
1239,72,oxidizer
1239,122,fuel
1240,77,oxidizer
1240,122,fuel
1241,71,oxidizer
1241,122,fuel
1242,71,oxidizer
1242,122,fuel
1243,71,oxidizer
1243,122,fuel
1244,71,oxidizer
1244,122,fuel
1245,57,fuel
1245,58,oxidizer
1246,57,fuel
1246,58,oxidizer
1247,57,fuel
1247,58,oxidizer
1248,57,fuel
1248,58,oxidizer
1249,28,oxidizer
1249,52,fuel
1250,100,fuel
1251,100,fuel
1252,34,fuel
1253,32,fuel
1254,32,fuel
1255,38,fuel
1256,100,fuel
1257,100,fuel
